SubjectID,SubjectName,TrainCount,DevCount,TestCount,TotalCount,PresentInSplits
gnd:4117622-4,Weiterbildung,72,14,28,114,3
gnd:4012248-7,Differentialgeometrie,85,17,11,113,3
gnd:4025226-7,Hochschuldidaktik,63,15,35,113,3
gnd:4032950-1,Kreditwesen,66,16,31,113,3
gnd:4116485-4,Sexualverhalten,72,14,27,113,3
gnd:4117665-0,Wissenschaftstheorie,69,19,25,113,3
gnd:4112696-8,Behinderung,75,8,29,112,3
gnd:4005541-3,Benutzerfreundlichkeit,80,19,13,112,3
gnd:4341131-9,Mobile Telekommunikation,82,22,8,112,3
gnd:4040921-1,Muslim,70,9,33,112,3
gnd:4077623-2,Soziolinguistik,69,17,26,112,3
gnd:4065835-1,Wettbewerb,80,14,18,112,3
gnd:4015875-5,Evangelische Theologie,70,5,36,111,3
gnd:4017214-4,Finanzwirtschaft,71,10,30,111,3
gnd:4075770-5,Ost-West-Konflikt,74,15,22,111,3
gnd:4047984-5,Quantenfeldtheorie,83,18,10,111,3
gnd:4055896-4,Sozialstaat,67,17,27,111,3
gnd:4067461-7,Zeit,84,18,9,111,3
gnd:4067486-1,Zeitreihenanalyse,76,26,9,111,3
gnd:4003326-0,Astrophysik,82,15,13,110,3
gnd:4006804-3,Biografie,78,23,9,110,3
gnd:4113437-0,Energiebewusstes Bauen,87,12,11,110,3
gnd:7660153-5,Energieeffizienz,77,19,14,110,3
gnd:4022898-8,Haftung,72,17,21,110,3
gnd:4027208-4,Institutionenökonomie,72,22,16,110,3
gnd:4073840-1,Kritische Theorie,65,15,30,110,3
gnd:4694120-4,Mobile Computing,87,14,9,110,3
gnd:4077704-2,Sportunterricht,67,10,33,110,3
gnd:4003311-9,Astronomie,82,18,9,109,3
gnd:4261642-6,Geoinformationssystem,70,26,13,109,3
gnd:4123440-6,Interkulturelle Erziehung,69,9,31,109,3
gnd:4226404-2,Protestbewegung,67,17,25,109,3
gnd:4131424-4,Benutzeroberfläche,78,18,12,108,3
gnd:4113276-2,Datenbanksystem,80,22,6,108,3
gnd:4153096-2,Ethnische Identität,69,12,27,108,3
gnd:4690080-9,Numerische Strömungssimulation,84,17,7,108,3
gnd:4115710-2,Rechtsprechung,58,11,39,108,3
gnd:4054790-5,Sicherheit,70,21,17,108,3
gnd:4201709-9,Umweltbezogenes Management,69,28,11,108,3
gnd:4067277-3,Zahlentheorie,84,15,9,108,3
gnd:4006882-1,Biomedizinische Technik,68,23,16,107,3
gnd:4022993-2,Halbleiter,80,19,8,107,3
gnd:4114261-5,Komplexes System,82,17,8,107,3
gnd:4013898-7,Einkommensverteilung,71,11,24,106,3
gnd:4137346-7,Qualitative Methode,69,6,31,106,3
gnd:4055891-5,Sozialpsychologie,64,8,34,106,3
gnd:4079158-0,Weltgeschichte,64,18,24,106,3
gnd:4014736-8,Energieversorgung,73,18,14,105,3
gnd:4020929-5,Gewöhnliche Differentialgleichung,76,20,9,105,3
gnd:4268059-1,Kulturwirtschaft,68,12,25,105,3
gnd:4455833-8,Soft Computing,77,24,4,105,3
gnd:4116546-9,Sozialraum,75,15,15,105,3
gnd:4056693-6,Stabilität,67,30,8,105,3
gnd:4078604-3,Unternehmenskooperation,69,16,20,105,3
gnd:4124477-1,Wirtschaftsforschung,79,14,12,105,3
gnd:4069342-9,Berufsbildung,65,11,28,104,3
gnd:4252654-1,Experimentelle Wirtschaftsforschung,79,14,11,104,3
gnd:4018326-9,Freiheit,58,15,31,104,3
gnd:4021216-6,Gleichberechtigung,56,14,34,104,3
gnd:4044737-6,Partei,63,14,27,104,3
gnd:4006566-2,Bilanz,58,13,32,103,3
gnd:4012249-9,Differentialgleichung,86,11,6,103,3
gnd:4026813-5,Industriebetrieb,65,15,23,103,3
gnd:4192352-2,Interreligiöser Dialog,64,13,26,103,3
gnd:7651795-0,Mathematische Modellierung,82,15,6,103,3
gnd:4040795-0,Museum,67,15,21,103,3
gnd:4181740-0,Solarzelle,70,26,7,103,3
gnd:4126974-3,Teamwork,60,15,28,103,3
gnd:4065109-5,Weimarer Republik,68,8,27,103,3
gnd:4235034-7,Wiedervereinigung (Deutschland),62,16,25,103,3
gnd:4069183-4,Bauökologie,80,14,8,102,3
gnd:4069794-0,CAD,72,21,9,102,3
gnd:4157139-3,Gestaltung,60,24,18,102,3
gnd:4238812-0,Mechatronik,70,19,13,102,3
gnd:4240945-7,Monte-Carlo-Simulation,77,17,8,102,3
gnd:4128343-0,Rechnungslegung,61,14,27,102,3
gnd:4076601-9,Regionale Wirtschaftsentwicklung,67,16,19,102,3
gnd:4061616-2,Umwelt,72,22,8,102,3
gnd:4062110-8,Urbanität,75,17,10,102,3
gnd:4063290-8,Vertrauen,64,15,23,102,3
gnd:1041632088,Webdesign,85,12,5,102,3
gnd:4065839-9,Wettbewerbspolitik,66,7,29,102,3
gnd:4113615-9,Französisch,61,13,27,101,3
gnd:4048821-4,Rechtsphilosophie,60,10,31,101,3
gnd:4055898-8,Sozialstruktur,57,11,33,101,3
gnd:4066772-8,Wohnungsbau,68,22,11,101,3
gnd:4002230-4,Anthropologie,58,17,25,100,3
gnd:4006777-4,Biochemie,77,16,7,100,3
gnd:4213090-6,Entwicklungsökonomie,55,6,39,100,3
gnd:4018916-8,Funktionalanalysis,78,12,10,100,3
gnd:4699643-6,International Financial Reporting Standards,60,14,26,100,3
gnd:4114040-0,Internationales Management,59,15,26,100,3
gnd:4130470-6,Kongress,73,19,8,100,3
gnd:4074168-0,Lerntechnik,54,14,32,100,3
gnd:4170280-3,Mobilfunk,81,10,9,100,3
gnd:4046449-0,Poetik,50,16,34,100,3
gnd:4047992-4,Quantentheorie,73,18,9,100,3
gnd:4050491-8,Romantik,53,10,37,100,3
gnd:4077804-6,Stadtgestaltung,71,23,6,100,3
gnd:7668631-0,Zivilgesellschaft,69,12,19,100,3
gnd:4001161-6,Algebraische Geometrie,76,20,3,99,3
gnd:4151278-9,Einführung,72,16,11,99,3
gnd:4156614-2,Entstehung,70,17,12,99,3
gnd:4049012-9,Regierung,58,11,30,99,3
gnd:4137042-9,Risikoanalyse,75,18,6,99,3
gnd:4027274-6,Interdisziplinäre Forschung,66,12,20,98,3
gnd:4033597-5,Kulturwissenschaften,64,10,24,98,3
gnd:4115348-0,Naturschutz,74,21,3,98,3
gnd:4184945-0,Textproduktion,61,10,27,98,3
gnd:4002567-6,Arbeit,66,15,16,97,3
gnd:4071050-6,Evolution,73,19,5,97,3
gnd:4030005-5,Katholische Theologie,60,9,28,97,3
gnd:4037790-8,Maschinenbau,74,16,7,97,3
gnd:4680767-6,Medienkompetenz,64,17,16,97,3
gnd:4300046-0,Quantenmechanisches System,70,20,7,97,3
gnd:4054367-5,Sekundarstufe 2,58,10,29,97,3
gnd:4165441-9,Kraftfahrzeugtechnik,69,12,15,96,3
gnd:4035582-2,Liberalismus,64,6,26,96,3
gnd:4267769-5,Biomaterial,72,15,8,95,3
gnd:4015950-4,Exegese,48,8,39,95,3
gnd:4216130-7,Funknetz,68,20,7,95,3
gnd:4156127-2,Gebäude,67,22,6,95,3
gnd:4074672-0,Medizinische Ethik,58,16,21,95,3
gnd:4045798-9,Philosophische Anthropologie,56,17,22,95,3
gnd:4055737-6,Soziale Verantwortung,67,7,21,95,3
gnd:4064016-4,Vorschulerziehung,65,7,23,95,3
gnd:4169194-5,Medienwissenschaft,60,12,22,94,3
gnd:4043650-0,Optik,64,20,10,94,3
gnd:4227561-1,Soziokultureller Wandel,58,18,18,94,3
gnd:4138932-3,EXCEL,68,18,7,93,3
gnd:4073757-3,Kraftfahrzeug,64,19,10,93,3
gnd:4138354-0,Lebensstil,60,14,19,93,3
gnd:4040708-1,Multivariate Analyse,60,22,11,93,3
gnd:4075236-7,Natürliche Ressourcen,66,15,12,93,3
gnd:4117663-7,Wirtschaftssystem,58,9,26,93,3
gnd:4112491-1,Allgemeine Relativitätstheorie,64,19,9,92,3
gnd:4005709-4,Berichterstattung,61,11,20,92,3
gnd:4069386-7,Betriebliches Informationssystem,61,11,20,92,3
gnd:4006664-2,Bildungsökonomie,59,7,26,92,3
gnd:4010450-3,Computergrafik,53,31,8,92,3
gnd:4503339-0,Familienbetrieb,51,15,26,92,3
gnd:4071428-7,Frauenbewegung,55,11,26,92,3
gnd:4021806-5,Grammatik,58,15,19,92,3
gnd:4449808-1,Interdisziplinarität,60,9,23,92,3
gnd:4028814-6,Judenverfolgung,61,8,23,92,3
gnd:4041358-5,Natur,72,15,5,92,3
gnd:4121729-9,Stochastik,65,17,10,92,3
gnd:4060294-1,Tod,69,16,7,92,3
gnd:4066559-8,Wissen,61,14,17,92,3
gnd:4003524-4,Aufklärung,57,10,24,91,3
gnd:4300539-1,Ausgrenzung,51,20,20,91,3
gnd:4003957-2,Automation,69,16,6,91,3
gnd:4008195-3,Brennstoffzelle,62,18,11,91,3
gnd:4024596-2,Herrschaft,49,15,27,91,3
gnd:4160198-1,Hochschulbildung,62,11,18,91,3
gnd:4200053-1,Interkulturelle Kompetenz,52,15,24,91,3
gnd:4037951-6,Mathematische Logik,52,22,17,91,3
gnd:4115604-3,Postmoderne,59,10,22,91,3
gnd:4076358-4,Problemlösen,57,10,24,91,3
gnd:4077445-4,Silicium,68,17,6,91,3
gnd:4078594-4,Unternehmensbewertung,65,5,21,91,3
gnd:4069332-6,Berufliche Integration,54,11,25,90,3
gnd:1140936166,Data Science,65,18,7,90,3
gnd:4165338-5,Korpus (Linguistik),54,10,26,90,3
gnd:4337730-0,LINUX,60,20,10,90,3
gnd:4038270-9,Medizinische Versorgung,57,13,20,90,3
gnd:4038935-2,Metapher,63,5,22,90,3
gnd:4358095-6,Prognoseverfahren,71,16,3,90,3
gnd:4059276-5,Technologie,65,14,11,90,3
gnd:4064821-7,Wasserwirtschaft,61,16,13,90,3
gnd:4023693-6,Haus,65,17,7,89,3
gnd:4026651-5,Imperialismus,53,17,19,89,3
gnd:4120719-1,Medienkonsum,56,8,25,89,3
gnd:4039798-1,Modell,65,14,10,89,3
gnd:4048732-5,Rechnungswesen,45,18,26,89,3
gnd:4192147-1,Stoffeigenschaft,61,23,5,89,3
gnd:4120997-7,Berechnung,71,13,4,88,3
gnd:4013943-8,Einstellung,59,8,21,88,3
gnd:4018428-6,Fremdsprachenunterricht,51,11,26,88,3
gnd:4018935-1,Funktionentheorie,63,22,3,88,3
gnd:4022233-0,Großstadt,63,18,7,88,3
gnd:4072157-7,Gruppentheorie,70,13,5,88,3
gnd:4128972-9,Hermeneutik,42,11,35,88,3
gnd:4029921-1,Katalyse,58,21,9,88,3
gnd:4032317-1,Kontrolltheorie,67,15,6,88,3
gnd:4033560-4,Kulturerbe,59,16,13,88,3
gnd:4233947-9,Objektorientierte Programmierung,61,19,8,88,3
gnd:4047304-1,Privatrecht,59,11,18,88,3
gnd:4048946-2,Reformation,57,7,24,88,3
gnd:4049415-9,Religionsphilosophie,58,4,26,88,3
gnd:4131795-6,Strafbarkeit,51,9,28,88,3
gnd:4125011-4,Unternehmensentwicklung,51,14,23,88,3
gnd:4127117-8,Vertrieb,65,7,16,88,3
gnd:4065579-9,Werkstoff,58,23,7,88,3
gnd:4338507-2,Wissenschaftliches Rechnen,68,13,7,88,3
gnd:4117641-8,Wohlfahrtsstaat,59,8,21,88,3
gnd:4005857-8,Beruf,62,12,13,87,3
gnd:4121208-3,Entwurf,57,18,12,87,3
gnd:4029788-3,Kartellrecht,57,8,22,87,3
gnd:4073409-2,Kinderliteratur,49,9,29,87,3
gnd:4241291-2,Lehre,54,16,17,87,3
gnd:4039305-7,Militär,46,15,26,87,3
gnd:4055382-6,Software,56,24,7,87,3
gnd:4004821-4,Baukonstruktion,60,20,6,86,3
gnd:4004945-0,Baustoff,62,18,6,86,3
gnd:4300400-3,Empirische Forschung,56,11,19,86,3
gnd:4137304-2,Ingenieurwissenschaften,62,15,9,86,3
gnd:4123701-8,Männlichkeit,54,11,21,86,3
gnd:4076388-2,Proteine,59,20,7,86,3
gnd:4117265-6,Turbulente Strömung,62,19,5,86,3
gnd:4066512-4,Wirtschaftsreform,51,7,28,86,3
gnd:4070496-8,Direktinvestition,53,11,21,85,3
gnd:4013585-8,Effizienz,63,15,7,85,3
gnd:4018424-9,Fremdsprache,46,14,25,85,3
gnd:4020872-2,Gewerkschaft,54,10,21,85,3
gnd:4026486-5,Ideologie,58,10,17,85,3
gnd:4028863-8,Jugendarbeit,53,10,22,85,3
gnd:4031824-2,Kombinatorik,70,12,3,85,3
gnd:4033581-1,Kulturpolitik,57,6,22,85,3
gnd:7700528-4,Landschaftsarchitektur,55,19,11,85,3
gnd:4034869-6,Lebenslauf,59,7,19,85,3
gnd:4125858-7,Massenkultur,51,8,26,85,3
gnd:4221617-5,Mikrosystemtechnik,55,15,15,85,3
gnd:4121434-1,Organisationstheorie,52,10,23,85,3
gnd:4049420-2,Religionssoziologie,46,12,27,85,3
gnd:4688372-1,Semantic Web,61,19,5,85,3
gnd:4077809-5,Stadtökologie,71,10,4,85,3
gnd:4196735-5,Theoretische Informatik,68,13,4,85,3
gnd:4059798-2,Therapie,55,12,18,85,3
gnd:4015272-8,Erinnerung,57,6,21,84,3
gnd:4124854-5,Erzähltechnik,45,12,27,84,3
gnd:4073274-5,Karriere,54,10,20,84,3
gnd:4127374-6,Krisenmanagement,56,8,20,84,3
gnd:4034610-9,Laser,61,21,2,84,3
gnd:4034929-9,Lebenswelt,50,13,21,84,3
gnd:4037653-9,Marktwirtschaft,54,14,16,84,3
gnd:4198012-8,Organisatorisches Lernen,56,6,22,84,3
gnd:4047409-4,Programmiersprache,64,13,7,84,3
gnd:4076704-8,Rhetorik,46,11,27,84,3
gnd:4126830-1,Selbstorganisation,62,14,8,84,3
gnd:4055785-6,Sozialismus,53,10,21,84,3
gnd:4063690-2,Völkermord,51,12,21,84,3
gnd:4002617-6,Arbeitsbeziehungen,51,6,26,83,3
gnd:4442497-8,Compliance-System,50,14,19,83,3
gnd:4225938-1,Computerunterstütztes Lernen,63,15,5,83,3
gnd:4019286-6,Garten,56,9,18,83,3
gnd:4019956-3,Gemeinde,59,11,13,83,3
gnd:4023453-8,Harmonische Analyse,60,15,8,83,3
gnd:4240300-5,Humanvermögen,41,12,30,83,3
gnd:4026779-9,Industrie,57,8,18,83,3
gnd:4162051-3,Internationale Migration,54,8,21,83,3
gnd:4032081-9,Konflikt,50,13,20,83,3
gnd:4120755-5,Modernisierung,51,9,23,83,3
gnd:4040222-8,Moral,50,11,22,83,3
gnd:4040843-7,Musikerziehung,53,11,19,83,3
gnd:4705961-8,Quanteninformatik,54,17,12,83,3
gnd:4076594-5,Regelungstechnik,60,17,6,83,3
gnd:4058167-6,Student,49,9,25,83,3
gnd:4117202-4,Theoretische Physik,59,15,9,83,3
gnd:4202404-3,Unternehmensethik,51,7,25,83,3
gnd:4002855-0,Architekturfotografie,54,10,18,82,3
gnd:4005871-2,Berufsausbildung,51,7,24,82,3
gnd:4029578-3,Kapitalmarkt,57,5,20,82,3
gnd:4073499-7,Kleinkindpädagogik,53,6,23,82,3
gnd:4032844-2,Krankheit,47,9,26,82,3
gnd:4123761-4,Migrationspolitik,55,7,20,82,3
gnd:4293729-2,Nonprofit-Organisation,48,11,23,82,3
gnd:4043788-7,Organisationssoziologie,56,8,18,82,3
gnd:4076315-8,Pragmatik,45,10,27,82,3
gnd:4116634-6,Strafverfahren,60,5,17,82,3
gnd:7612596-8,Transnationalisierung,48,10,24,82,3
gnd:4061643-5,Umweltrecht,57,11,14,82,3
gnd:7714938-5,Autonomes Fahrzeug,56,17,8,81,3
gnd:4004744-1,Bauentwurf,61,13,7,81,3
gnd:4122885-6,Bauleistung,54,20,7,81,3
gnd:4389357-0,Datenbankverwaltung,59,18,4,81,3
gnd:4132307-5,Erzählen,50,15,16,81,3
gnd:4027556-5,Investition,48,10,23,81,3
gnd:4031081-4,Kleinkind,50,10,21,81,3
gnd:4033178-7,Kriminalität,53,12,16,81,3
gnd:4384508-3,Kundenbindung,49,11,21,81,3
gnd:4548264-0,Open Source,57,13,11,81,3
gnd:4047297-8,Privatisierung,49,8,24,81,3
gnd:4123980-5,Privatsphäre,55,18,8,81,3
gnd:4049363-5,Relativitätstheorie,64,12,5,81,3
gnd:4126865-9,Sexueller Missbrauch,54,11,16,81,3
gnd:4563270-4,Soziale Konstruktion,62,5,14,81,3
gnd:4451062-7,Transformation,60,19,2,81,3
gnd:4062954-5,Verkehrsplanung,58,19,4,81,3
gnd:4071045-2,Evangelischer Religionsunterricht,47,9,24,80,3
gnd:4114364-4,Latein,57,4,19,80,3
gnd:4039225-9,Mikroökonomie,48,10,22,80,3
gnd:4129611-4,Politische Identität,48,10,22,80,3
gnd:4056769-2,Stadtsanierung,65,10,5,80,3
gnd:4060087-7,Tiere,49,15,16,80,3
gnd:4128160-3,Wachstumstheorie,49,11,20,80,3
gnd:7635475-1,Android (Systemplattform),52,19,8,79,3
gnd:4322126-9,Arbeitsökonomie,47,11,21,79,3
gnd:4631075-7,Business-to-Business-Marketing,52,8,19,79,3
gnd:4069720-4,Bürgerliches Recht,48,2,29,79,3
gnd:4011146-5,Datenstruktur,57,14,8,79,3
gnd:4020216-1,Geografie,53,16,10,79,3
gnd:4114382-6,Legitimation,50,5,24,79,3
gnd:4036031-3,Literaturtheorie,52,9,18,79,3
gnd:4155620-3,Mathematische Methode,60,10,9,79,3
gnd:4243979-6,Photonik,62,14,3,79,3
gnd:4044321-8,Pädagogische Psychologie,55,7,17,79,3
gnd:4054490-4,Semantik,47,11,21,79,3
gnd:4056138-0,Spektroskopie,59,14,6,79,3
gnd:4078176-8,Technikbewertung,51,21,7,79,3
gnd:4060425-1,Topologie,56,13,10,79,3
gnd:4065541-6,Werbung,50,8,21,79,3
gnd:4043152-6,Öffentliche Meinung,51,11,17,79,3
gnd:4122827-3,Arbeitsmarkttheorie,48,12,18,78,3
gnd:4136925-7,Dünne Schicht,48,15,15,78,3
gnd:4017598-4,Flucht,56,5,17,78,3
gnd:4121476-6,Fotovoltaik,58,17,3,78,3
gnd:4031170-3,Klima,54,14,10,78,3
gnd:4128337-5,Kontroverse,63,12,3,78,3
gnd:4034864-7,Lebensführung,61,8,9,78,3
gnd:4034922-6,Lebensqualität,55,12,11,78,3
gnd:4037220-0,Malerei,41,11,26,78,3
gnd:4075159-4,Mythos,47,9,22,78,3
gnd:4245322-7,Netzwerkmanagement,55,7,16,78,3
gnd:4077349-8,Selbstbild,52,8,18,78,3
gnd:4122795-5,Analyse,56,11,10,77,3
gnd:4142443-8,Angewandte Mathematik,57,13,7,77,3
gnd:4003832-4,Außenhandel,47,10,20,77,3
gnd:4112762-6,Bildungsgang,45,6,26,77,3
gnd:4069467-7,Bildungssystem,45,8,24,77,3
gnd:4113622-6,Frauenliteratur,44,9,24,77,3
gnd:4114114-3,Jugendkultur,44,7,26,77,3
gnd:4029919-3,Katalysator,57,15,5,77,3
gnd:4135369-9,Komplexität,48,13,16,77,3
gnd:4034901-9,Lebensmitteltechnologie,55,19,3,77,3
gnd:4129903-6,Regressionsanalyse,67,7,3,77,3
gnd:4002844-6,Architekt,54,17,5,76,3
gnd:4068925-6,Atomrecht,40,11,25,76,3
gnd:4728387-7,E-Government,56,12,8,76,3
gnd:4014725-3,Energietechnik,56,15,5,76,3
gnd:4124995-1,Gesprächsführung,53,3,20,76,3
gnd:4159653-5,Herstellung,57,13,6,76,3
gnd:4031630-0,Kognition,54,7,15,76,3
gnd:4129410-5,Medienwirtschaft,54,8,14,76,3
gnd:4047966-3,Qualität,56,12,8,76,3
gnd:4296178-6,Religiöser Pluralismus,50,5,21,76,3
gnd:4054684-6,Sexualität,51,14,11,76,3
gnd:4121677-5,Softwarearchitektur,61,9,6,76,3
gnd:4202646-5,Stressbewältigung,44,7,25,76,3
gnd:4223768-3,Unternehmenserfolg,54,7,15,76,3
gnd:4062787-1,Verfassung,46,11,19,76,3
gnd:4224214-9,Wirkungsanalyse,54,16,6,76,3
gnd:4069468-9,Bildungstheorie,51,6,18,75,3
gnd:4008690-2,Buddhismus,46,13,16,75,3
gnd:4016921-2,Festkörperphysik,49,18,8,75,3
gnd:4017897-3,Forschung und Entwicklung,53,10,12,75,3
gnd:4113743-7,Gesundheitspolitik,50,9,16,75,3
gnd:4346301-0,Integriertes Management,50,8,17,75,3
gnd:4027366-0,Internationale Organisation,51,7,17,75,3
gnd:7729679-5,Intersektionalität,48,14,13,75,3
gnd:4114328-0,Kulturvergleich,38,14,23,75,3
gnd:4205916-1,Mergers and Acquisitions,43,11,21,75,3
gnd:4076374-2,Propaganda,51,8,16,75,3
gnd:4047497-5,Prosa,42,9,24,75,3
gnd:4533372-5,Quantencomputer,52,14,9,75,3
gnd:4062872-3,Verhaltensstörung,48,10,17,75,3
gnd:4066410-7,Wirtschaftliche Integration,50,8,17,75,3
gnd:4326109-7,Beziehungsmanagement,47,12,15,74,3
gnd:4113195-2,C (Programmiersprache),54,14,6,74,3
gnd:1038714850,Digital Humanities,43,11,20,74,3
gnd:4129143-8,Diskrete Mathematik,53,13,8,74,3
gnd:4532701-4,Hochleistungsrechnen,54,13,7,74,3
gnd:4343519-1,Interkulturelles Management,40,6,28,74,3
gnd:4133431-0,Kultursoziologie,53,6,15,74,3
gnd:4039983-7,Molekularbiologie,48,13,13,74,3
gnd:4041158-8,Nahostkonflikt,47,12,15,74,3
gnd:4131014-7,Nichtstaatliche Organisation,50,8,16,74,3
gnd:4075860-6,Parallelverarbeitung,53,14,7,74,3
gnd:4075995-7,Persönlichkeitsentwicklung,43,12,19,74,3
gnd:4128597-9,Politisches Handeln,47,7,20,74,3
gnd:7580659-9,Rechtspopulismus,41,7,26,74,3
gnd:4049412-3,Religionspädagogik,45,6,23,74,3
gnd:4116579-2,Sprachverarbeitung,56,11,7,74,3
gnd:4192241-4,Weltgesellschaft,50,8,16,74,3
gnd:4010427-8,Comic,47,6,20,73,3
gnd:4013673-5,Ehrenamtliche Tätigkeit,44,10,19,73,3
gnd:4151276-5,Einfluss,48,11,14,73,3
gnd:4014948-1,Entwicklungshilfe,40,9,24,73,3
gnd:4026944-9,Infrastruktur,46,13,14,73,3
gnd:4073993-4,Landwirtschaftliche Betriebslehre,46,5,22,73,3
gnd:4316357-9,Mikrobiologie,50,18,5,73,3
gnd:4121428-6,Optimale Kontrolle,55,9,9,73,3
gnd:4046235-3,Planung,57,11,5,73,3
gnd:4076231-2,Politischer Unterricht,53,5,15,73,3
gnd:4046595-0,Polizei,49,9,15,73,3
gnd:4324980-2,Selbstmanagement,47,9,17,73,3
gnd:4057000-9,Statistische Physik,52,13,8,73,3
gnd:4064937-4,Wechselwirkung,59,11,3,73,3
gnd:4066615-3,Wissenssoziologie,45,10,18,73,3
gnd:4064211-2,Wärmeübertragung,53,16,4,73,3
gnd:4145658-0,Biokraftstoff,54,12,6,72,3
gnd:4151795-7,Elektrofahrzeug,52,12,8,72,3
gnd:4018968-5,Fußball,41,8,23,72,3
gnd:4156741-9,Geopolitik,49,10,13,72,3
gnd:4168907-0,Marketingmanagement,44,7,21,72,3
gnd:4037764-7,Marxismus,37,9,26,72,3
gnd:4045660-2,Phänomenologie,46,9,17,72,3
gnd:4354651-1,Religiöse Identität,45,12,15,72,3
gnd:4062781-0,Verfahrenstechnik,60,11,1,72,3
gnd:4066514-8,Wirtschaftssoziologie,51,7,14,72,3
gnd:4066749-2,Wohnen,47,14,11,72,3
gnd:1123527725,Agilität (Management),50,3,18,71,3
gnd:4141955-8,Allgemeiner Teil,47,5,19,71,3
gnd:4004973-5,Baudenkmal,55,12,4,71,3
gnd:4070083-5,Computer,56,11,4,71,3
gnd:4535905-2,Computerunterstützte Kommunikation,57,8,6,71,3
gnd:4139030-1,Computerunterstütztes Verfahren,58,9,4,71,3
gnd:4020526-5,Geschichtsbewusstsein,44,8,19,71,3
gnd:4027249-7,Intellektueller,36,10,25,71,3
gnd:4027451-2,Internationales Steuerrecht,46,7,18,71,3
gnd:4841015-9,Serviceorientierte Architektur,56,12,3,71,3
gnd:4077606-2,Sozialkompetenz,37,15,19,71,3
gnd:4057633-4,Stochastisches Modell,55,12,4,71,3
gnd:4057952-9,Strategie,43,13,15,71,3
gnd:4059360-5,Telekommunikation,47,16,8,71,3
gnd:4117338-7,Verbraucherschutz,46,9,16,71,3
gnd:4691234-4,Web Services,49,15,7,71,3
gnd:4002730-2,Arbeitslosigkeit,43,9,18,70,3
gnd:7611361-9,Diversity Management,35,15,20,70,3
gnd:4198721-4,Einwanderungspolitik,45,5,20,70,3
gnd:4127776-4,Kommerzialisierung,47,5,18,70,3
gnd:4034354-6,Landschaftsplanung,50,13,7,70,3
gnd:4338132-7,Numerisches Modell,49,13,8,70,3
gnd:4135231-2,Präsentation,40,15,15,70,3
gnd:4077208-1,Schulpädagogik,41,11,18,70,3
gnd:4182752-1,Stadtökonomie,44,13,13,70,3
gnd:4057399-0,Steuer,47,5,18,70,3
gnd:4657367-7,Ubiquitous Computing,50,15,5,70,3
gnd:4061650-2,Umwelttechnik,47,12,11,70,3
gnd:4248362-1,Wirtschaftliche Lage,47,5,18,70,3
gnd:4135492-8,Ökonomische Theorie des Rechts,36,4,30,70,3
gnd:4112681-6,Bauwerk,46,12,11,69,3
gnd:4148816-7,Darstellungstheorie,55,10,4,69,3
gnd:4013384-9,Dynamik,44,18,7,69,3
gnd:4014305-3,Elektromagnetisches Feld,49,9,11,69,3
gnd:4167271-9,Leistungsbewertung,49,13,7,69,3
gnd:4076000-5,Personalwesen,44,7,18,69,3
gnd:4047347-8,Produktion,48,7,14,69,3
gnd:4239568-9,Regionalwirtschaft,50,7,12,69,3
gnd:4062547-3,Verantwortung,41,14,14,69,3
gnd:4062860-7,Verhalten,43,11,15,69,3
gnd:4126263-3,Weltordnung,45,7,17,69,3
gnd:4546354-2,Wissensextraktion,47,13,9,69,3
gnd:4059245-5,Zuverlässigkeit,47,11,11,69,3
gnd:4005461-5,Bemessung,55,9,4,68,3
gnd:4006568-6,Bild,49,10,9,68,3
gnd:4014700-9,Energieeinsparung,42,11,15,68,3
gnd:4014801-4,Englischunterricht,43,7,18,68,3
gnd:4017754-3,Föderalismus,41,10,17,68,3
gnd:4131218-1,Führungsstil,38,6,24,68,3
gnd:4071769-0,Geschichtsbild,41,10,17,68,3
gnd:4025255-3,Hochschulreform,37,9,22,68,3
gnd:4187207-1,Indigenes Volk,49,5,14,68,3
gnd:4073436-5,Kirchenbau,48,10,10,68,3
gnd:4398783-7,LHC,56,7,5,68,3
gnd:4037630-8,Marktforschung,46,11,11,68,3
gnd:4043793-0,Organische Chemie,46,17,5,68,3
gnd:4115484-8,Pädagogische Handlung,43,7,18,68,3
gnd:4048395-2,Randwertproblem,55,11,2,68,3
gnd:4153188-7,Schulmathematik,51,9,8,68,3
gnd:4186957-6,Unsicherheit,49,14,5,68,3
gnd:4065449-7,Weltpolitik,48,4,16,68,3
gnd:4131193-0,Datenauswertung,56,6,5,67,3
gnd:4213132-7,Datenmanagement,49,10,8,67,3
gnd:4014238-3,Elektroantrieb,50,12,5,67,3
gnd:4016917-0,Festigkeitslehre,52,10,5,67,3
gnd:4201275-2,Heterogenität,46,17,4,67,3
gnd:4127888-4,Innere Sicherheit,43,9,15,67,3
gnd:4029002-5,Junge,39,8,20,67,3
gnd:4030340-8,Kernphysik,49,13,5,67,3
gnd:4259046-2,Landnutzung,51,10,6,67,3
gnd:4036229-2,Lohn,46,3,18,67,3
gnd:4217961-0,Mechanische Eigenschaft,45,13,9,67,3
gnd:4038654-5,Menschenwürde,36,8,23,67,3
gnd:4129108-6,Mittelalter,43,9,15,67,3
gnd:4075421-2,NMR-Spektroskopie,45,11,11,67,3
gnd:4075228-8,Nationalsozialistisches Verbrechen,40,7,20,67,3
