LabelNorm,RawLabelExample,NumDistinctIDs,TotalCount,Entropy_bits,NormalizedEntropy,HHI,DominantID,DominantCount,DominantShare
information retrieval,Information Retrieval,1,168,-0.0,0.0,1.0,gnd:4072803-1,168,1.0
erster weltkrieg,Erster Weltkrieg,1,167,-0.0,0.0,1.0,gnd:4079163-4,167,1.0
geschlechterverhältnis,Geschlechterverhältnis,1,167,-0.0,0.0,1.0,gnd:4020548-4,167,1.0
industrie 4.0,Industrie 4.0,1,167,-0.0,0.0,1.0,gnd:1072179776,167,1.0
sekundarstufe 1,Sekundarstufe 1,1,167,-0.0,0.0,1.0,gnd:4054365-1,167,1.0
bildungsforschung,Bildungsforschung,1,166,-0.0,0.0,1.0,gnd:4122926-5,166,1.0
change management,Change Management,1,166,-0.0,0.0,1.0,gnd:7606306-9,166,1.0
fotografie,Fotografie,1,164,-0.0,0.0,1.0,gnd:4045895-7,164,1.0
krankenhaus,Krankenhaus,1,164,-0.0,0.0,1.0,gnd:4032786-3,164,1.0
medienpädagogik,Medienpädagogik,1,164,-0.0,0.0,1.0,gnd:4074659-8,164,1.0
mehrsprachigkeit,Mehrsprachigkeit,1,164,-0.0,0.0,1.0,gnd:4038403-2,164,1.0
politische kultur,Politische Kultur,1,164,-0.0,0.0,1.0,gnd:4046540-8,164,1.0
öffentlicher raum,Öffentlicher Raum,1,164,-0.0,0.0,1.0,gnd:4172385-5,164,1.0
entscheidungsfindung,Entscheidungsfindung,1,163,-0.0,0.0,1.0,gnd:4113446-1,163,1.0
zeitschrift,Zeitschrift,1,163,-0.0,0.0,1.0,gnd:4067488-5,163,1.0
bildgebendes verfahren,Bildgebendes Verfahren,1,162,-0.0,0.0,1.0,gnd:4006617-4,162,1.0
macht,Macht,1,162,-0.0,0.0,1.0,gnd:4036824-5,162,1.0
nationalismus,Nationalismus,1,161,-0.0,0.0,1.0,gnd:4041300-7,161,1.0
schriftsteller,Schriftsteller,1,161,-0.0,0.0,1.0,gnd:4053309-8,161,1.0
sozioökonomischer wandel,Sozioökonomischer Wandel,1,161,-0.0,0.0,1.0,gnd:4318539-3,161,1.0
verteiltes system,Verteiltes System,1,161,-0.0,0.0,1.0,gnd:4238872-7,161,1.0
erziehung,Erziehung,1,160,-0.0,0.0,1.0,gnd:4015482-8,160,1.0
medizin,Medizin,1,160,-0.0,0.0,1.0,gnd:4038243-6,160,1.0
finanzmathematik,Finanzmathematik,1,159,-0.0,0.0,1.0,gnd:4017195-4,159,1.0
governance,Governance,1,159,-0.0,0.0,1.0,gnd:4639012-1,159,1.0
politische theorie,Politische Theorie,1,159,-0.0,0.0,1.0,gnd:4046563-9,159,1.0
world wide web,World Wide Web,1,159,-0.0,0.0,1.0,gnd:4363898-3,159,1.0
öffentlichkeitsarbeit,Öffentlichkeitsarbeit,1,159,-0.0,0.0,1.0,gnd:4043188-5,159,1.0
bürgerbeteiligung,Bürgerbeteiligung,1,158,-0.0,0.0,1.0,gnd:4008767-0,158,1.0
mustererkennung,Mustererkennung,1,158,-0.0,0.0,1.0,gnd:4040936-3,158,1.0
digitale revolution,Digitale Revolution,1,157,-0.0,0.0,1.0,gnd:7854804-4,157,1.0
gesundheitsförderung,Gesundheitsförderung,1,157,-0.0,0.0,1.0,gnd:4294611-6,157,1.0
künste,Künste,1,157,-0.0,0.0,1.0,gnd:4033422-3,157,1.0
bildungswesen,Bildungswesen,1,156,-0.0,0.0,1.0,gnd:4006681-2,156,1.0
eltern,Eltern,1,156,-0.0,0.0,1.0,gnd:4014516-5,156,1.0
internationale kooperation,Internationale Kooperation,1,156,-0.0,0.0,1.0,gnd:4120503-0,156,1.0
online-marketing,Online-Marketing,1,156,-0.0,0.0,1.0,gnd:7706419-7,156,1.0
schulentwicklung,Schulentwicklung,1,156,-0.0,0.0,1.0,gnd:4126892-1,156,1.0
journalismus,Journalismus,1,155,-0.0,0.0,1.0,gnd:4028779-8,155,1.0
wahrnehmung,Wahrnehmung,1,155,-0.0,0.0,1.0,gnd:4064317-7,155,1.0
coaching,Coaching,1,153,-0.0,0.0,1.0,gnd:4148114-8,153,1.0
kreativität,Kreativität,1,153,-0.0,0.0,1.0,gnd:4032903-3,153,1.0
mathematische physik,Mathematische Physik,1,153,-0.0,0.0,1.0,gnd:4037952-8,153,1.0
sozialisation,Sozialisation,1,152,-0.0,0.0,1.0,gnd:4055783-2,152,1.0
stochastischer prozess,Stochastischer Prozess,1,152,-0.0,0.0,1.0,gnd:4057630-9,152,1.0
psychisches trauma,Psychisches Trauma,1,151,-0.0,0.0,1.0,gnd:4060749-5,151,1.0
einwanderung,Einwanderung,1,150,-0.0,0.0,1.0,gnd:4013960-8,150,1.0
widerstand,Widerstand,1,150,-0.0,0.0,1.0,gnd:4079262-6,150,1.0
forschungsmethode,Forschungsmethode,1,149,-0.0,0.0,1.0,gnd:4155046-8,149,1.0
maschinelles sehen,Maschinelles Sehen,1,149,-0.0,0.0,1.0,gnd:4129594-8,149,1.0
raumordnung,Raumordnung,1,149,-0.0,0.0,1.0,gnd:4048590-0,149,1.0
regionalentwicklung,Regionalentwicklung,1,149,-0.0,0.0,1.0,gnd:4076605-6,149,1.0
signalverarbeitung,Signalverarbeitung,1,149,-0.0,0.0,1.0,gnd:4054947-1,149,1.0
arbeitsrecht,Arbeitsrecht,1,148,-0.0,0.0,1.0,gnd:4002769-7,148,1.0
bautechnik,Bautechnik,1,148,-0.0,0.0,1.0,gnd:4004955-3,148,1.0
multimedia,Multimedia,1,148,-0.0,0.0,1.0,gnd:4192358-3,148,1.0
professionalisierung,Professionalisierung,1,148,-0.0,0.0,1.0,gnd:4047376-4,148,1.0
sekundarstufe,Sekundarstufe,1,148,-0.0,0.0,1.0,gnd:4077347-4,148,1.0
agrarpolitik,Agrarpolitik,1,147,-0.0,0.0,1.0,gnd:4000771-6,147,1.0
arbeitsbedingungen,Arbeitsbedingungen,1,147,-0.0,0.0,1.0,gnd:4002641-3,147,1.0
eingebettetes system,Eingebettetes System,1,147,-0.0,0.0,1.0,gnd:4396978-1,147,1.0
werkstoffkunde,Werkstoffkunde,1,147,-0.0,0.0,1.0,gnd:4079184-1,147,1.0
graphentheorie,Graphentheorie,1,146,-0.0,0.0,1.0,gnd:4113782-6,146,1.0
migrationshintergrund,Migrationshintergrund,1,146,-0.0,0.0,1.0,gnd:7544915-8,146,1.0
politische wissenschaft,Politische Wissenschaft,1,146,-0.0,0.0,1.0,gnd:4076229-4,146,1.0
qualitative sozialforschung,Qualitative Sozialforschung,1,146,-0.0,0.0,1.0,gnd:4395695-6,146,1.0
sonderpädagogik,Sonderpädagogik,1,146,-0.0,0.0,1.0,gnd:4077513-6,146,1.0
wirtschaftsethik,Wirtschaftsethik,1,146,-0.0,0.0,1.0,gnd:4066439-9,146,1.0
fachdidaktik,Fachdidaktik,1,145,-0.0,0.0,1.0,gnd:4123176-4,145,1.0
mensch,Mensch,1,145,-0.0,0.0,1.0,gnd:4038639-9,145,1.0
mitarbeiter,Mitarbeiter,1,145,-0.0,0.0,1.0,gnd:4120744-0,145,1.0
robotik,Robotik,1,145,-0.0,0.0,1.0,gnd:4261462-4,145,1.0
sozialpädagogik,Sozialpädagogik,1,145,-0.0,0.0,1.0,gnd:4055864-2,145,1.0
universität,Universität,1,145,-0.0,0.0,1.0,gnd:4061778-6,145,1.0
bank,Bank,1,144,-0.0,0.0,1.0,gnd:4004436-1,144,1.0
diskriminierung,Diskriminierung,1,144,-0.0,0.0,1.0,gnd:4012472-1,144,1.0
elementarteilchenphysik,Elementarteilchenphysik,1,144,-0.0,0.0,1.0,gnd:4014414-8,144,1.0
umfrage,Umfrage,1,144,-0.0,0.0,1.0,gnd:4005227-8,144,1.0
bioinformatik,Bioinformatik,1,143,-0.0,0.0,1.0,gnd:4611085-9,143,1.0
politische beteiligung,Politische Beteiligung,1,143,-0.0,0.0,1.0,gnd:4076215-4,143,1.0
sklaverei,Sklaverei,1,143,-0.0,0.0,1.0,gnd:4055260-3,143,1.0
technische innovation,Technische Innovation,1,143,-0.0,0.0,1.0,gnd:4431027-4,143,1.0
öffentlichkeit,Öffentlichkeit,1,143,-0.0,0.0,1.0,gnd:4043183-6,143,1.0
wahrscheinlichkeitsrechnung,Wahrscheinlichkeitsrechnung,1,142,-0.0,0.0,1.0,gnd:4064324-4,142,1.0
ausbildung,Ausbildung,1,141,-0.0,0.0,1.0,gnd:4112628-2,141,1.0
gesundheit,Gesundheit,1,141,-0.0,0.0,1.0,gnd:4020754-7,141,1.0
literaturwissenschaft,Literaturwissenschaft,1,141,-0.0,0.0,1.0,gnd:4036034-9,141,1.0
mehragentensystem,Mehragentensystem,1,141,-0.0,0.0,1.0,gnd:4389058-1,141,1.0
wasserversorgung,Wasserversorgung,1,141,-0.0,0.0,1.0,gnd:4064811-4,141,1.0
konfliktregelung,Konfliktregelung,1,140,-0.0,0.0,1.0,gnd:4164958-8,140,1.0
sport,Sport,1,140,-0.0,0.0,1.0,gnd:4056366-2,140,1.0
chancengleichheit,Chancengleichheit,1,139,-0.0,0.0,1.0,gnd:4009736-5,139,1.0
didaktik,Didaktik,1,139,-0.0,0.0,1.0,gnd:4070463-4,139,1.0
organisationswandel,Organisationswandel,1,139,-0.0,0.0,1.0,gnd:4075693-2,139,1.0
theater,Theater,1,139,-0.0,0.0,1.0,gnd:4059702-7,139,1.0
bewertung,Bewertung,1,138,-0.0,0.0,1.0,gnd:4006340-9,138,1.0
landeskunde,Landeskunde,1,138,-0.0,0.0,1.0,gnd:4073972-7,138,1.0
musik,Musik,1,138,-0.0,0.0,1.0,gnd:4040802-4,138,1.0
pandemie,Pandemie,1,138,-0.0,0.0,1.0,gnd:4737034-8,138,1.0
postkolonialismus,Postkolonialismus,1,138,-0.0,0.0,1.0,gnd:4566658-1,138,1.0
projekt,Projekt,1,138,-0.0,0.0,1.0,gnd:4115645-6,138,1.0
virtuelle realität,Virtuelle Realität,1,138,-0.0,0.0,1.0,gnd:4399931-1,138,1.0
covid-19,COVID-19,1,137,-0.0,0.0,1.0,gnd:1206347392,137,1.0
netzwerk,Netzwerk,1,137,-0.0,0.0,1.0,gnd:4171529-9,137,1.0
politische kommunikation,Politische Kommunikation,1,137,-0.0,0.0,1.0,gnd:4134262-8,137,1.0
soziale gerechtigkeit,Soziale Gerechtigkeit,1,137,-0.0,0.0,1.0,gnd:4236433-4,137,1.0
drama,Drama,1,136,-0.0,0.0,1.0,gnd:4012899-4,136,1.0
kosmologie,Kosmologie,1,135,-0.0,0.0,1.0,gnd:4114294-9,135,1.0
recycling,Recycling,1,135,-0.0,0.0,1.0,gnd:4076573-8,135,1.0
soziale bewegung,Soziale Bewegung,1,135,-0.0,0.0,1.0,gnd:4055707-8,135,1.0
wahrscheinlichkeitstheorie,Wahrscheinlichkeitstheorie,1,135,-0.0,0.0,1.0,gnd:4079013-7,135,1.0
world wide web 2.0,World Wide Web 2.0,1,135,-0.0,0.0,1.0,gnd:7548364-6,135,1.0
demokratisierung,Demokratisierung,1,134,-0.0,0.0,1.0,gnd:4124941-0,134,1.0
geometrie,Geometrie,1,134,-0.0,0.0,1.0,gnd:4020236-7,134,1.0
ländlicher raum,Ländlicher Raum,1,134,-0.0,0.0,1.0,gnd:4034026-0,134,1.0
umweltbelastung,Umweltbelastung,1,134,-0.0,0.0,1.0,gnd:4061619-8,134,1.0
unternehmenskultur,Unternehmenskultur,1,134,-0.0,0.0,1.0,gnd:4131484-0,134,1.0
ökologie,Ökologie,1,134,-0.0,0.0,1.0,gnd:4043207-5,134,1.0
neoliberalismus,Neoliberalismus,1,133,-0.0,0.0,1.0,gnd:4171438-6,133,1.0
prognose,Prognose,1,133,-0.0,0.0,1.0,gnd:4047390-9,133,1.0
raum,Raum,1,133,-0.0,0.0,1.0,gnd:4048561-4,133,1.0
tourismus,Tourismus,1,133,-0.0,0.0,1.0,gnd:4018406-7,133,1.0
welthandel,Welthandel,1,133,-0.0,0.0,1.0,gnd:4065365-1,133,1.0
blockchain,Blockchain,1,132,-0.0,0.0,1.0,gnd:1124028595,132,1.0
informationssystem,Informationssystem,1,132,-0.0,0.0,1.0,gnd:4072806-7,132,1.0
kunststoff,Kunststoff,1,132,-0.0,0.0,1.0,gnd:4033676-1,132,1.0
lebensbedingungen,Lebensbedingungen,1,132,-0.0,0.0,1.0,gnd:4130642-9,132,1.0
app (programm),App (Programm),1,131,-0.0,0.0,1.0,gnd:7705206-7,131,1.0
erkenntnistheorie,Erkenntnistheorie,1,131,-0.0,0.0,1.0,gnd:4070914-0,131,1.0
geldtheorie,Geldtheorie,1,131,-0.0,0.0,1.0,gnd:4121333-6,131,1.0
javascript,JavaScript,1,131,-0.0,0.0,1.0,gnd:4420180-1,131,1.0
deutsche,Deutsche,1,130,-0.0,0.0,1.0,gnd:4070334-4,130,1.0
kostenrechnung,Kostenrechnung,1,130,-0.0,0.0,1.0,gnd:4032592-1,130,1.0
populismus,Populismus,1,129,-0.0,0.0,1.0,gnd:4129521-3,129,1.0
urheberrecht,Urheberrecht,1,129,-0.0,0.0,1.0,gnd:4062127-3,129,1.0
anwendung,Anwendung,1,128,-0.0,0.0,1.0,gnd:4196864-5,128,1.0
biodiversität,Biodiversität,1,128,-0.0,0.0,1.0,gnd:4601495-0,128,1.0
elektrotechnik,Elektrotechnik,1,128,-0.0,0.0,1.0,gnd:4014390-9,128,1.0
geschichtsunterricht,Geschichtsunterricht,1,128,-0.0,0.0,1.0,gnd:4020533-2,128,1.0
nationalbewusstsein,Nationalbewusstsein,1,128,-0.0,0.0,1.0,gnd:4041282-9,128,1.0
regionalplanung,Regionalplanung,1,128,-0.0,0.0,1.0,gnd:4049040-3,128,1.0
evangelische kirche,Evangelische Kirche,1,127,-0.0,0.0,1.0,gnd:4015833-0,127,1.0
internationalisierung,Internationalisierung,1,126,-0.0,0.0,1.0,gnd:4162106-2,126,1.0
algebra,Algebra,1,125,-0.0,0.0,1.0,gnd:4001156-2,125,1.0
motivation,Motivation,1,125,-0.0,0.0,1.0,gnd:4040364-6,125,1.0
politisches denken,Politisches Denken,1,125,-0.0,0.0,1.0,gnd:4115590-7,125,1.0
religiosität,Religiosität,1,125,-0.0,0.0,1.0,gnd:4049428-7,125,1.0
volkswirtschaftslehre,Volkswirtschaftslehre,1,125,-0.0,0.0,1.0,gnd:4078943-3,125,1.0
biologie,Biologie,1,124,-0.0,0.0,1.0,gnd:4006851-1,124,1.0
gartengestaltung,Gartengestaltung,1,124,-0.0,0.0,1.0,gnd:4019311-1,124,1.0
geologie,Geologie,1,124,-0.0,0.0,1.0,gnd:4020227-6,124,1.0
gerechtigkeit,Gerechtigkeit,1,124,-0.0,0.0,1.0,gnd:4020310-4,124,1.0
integration,Integration,1,124,-0.0,0.0,1.0,gnd:4027238-2,124,1.0
pflanzen,Pflanzen,1,124,-0.0,0.0,1.0,gnd:4045539-7,124,1.0
psychische störung,Psychische Störung,1,124,-0.0,0.0,1.0,gnd:4047686-8,124,1.0
technische mechanik,Technische Mechanik,1,124,-0.0,0.0,1.0,gnd:4059231-5,124,1.0
umweltverträglichkeit,Umweltverträglichkeit,1,124,-0.0,0.0,1.0,gnd:4061655-1,124,1.0
messung,Messung,1,122,-0.0,0.0,1.0,gnd:4038852-9,122,1.0
verbundwerkstoff,Verbundwerkstoff,1,122,-0.0,0.0,1.0,gnd:4062670-2,122,1.0
denkmalpflege,Denkmalpflege,1,121,-0.0,0.0,1.0,gnd:4011455-7,121,1.0
ernährung,Ernährung,1,121,-0.0,0.0,1.0,gnd:4015332-0,121,1.0
kundenorientierung,Kundenorientierung,1,121,-0.0,0.0,1.0,gnd:4316837-1,121,1.0
mobilität,Mobilität,1,121,-0.0,0.0,1.0,gnd:4039785-3,121,1.0
resilienz,Resilienz,1,121,-0.0,0.0,1.0,gnd:4817917-6,121,1.0
soziale software,Soziale Software,1,121,-0.0,0.0,1.0,gnd:7550143-0,121,1.0
spanisch,Spanisch,1,121,-0.0,0.0,1.0,gnd:4077640-2,121,1.0
wirtschaftskrise,Wirtschaftskrise,1,121,-0.0,0.0,1.0,gnd:4066466-1,121,1.0
arbeitsmarktpolitik,Arbeitsmarktpolitik,1,120,-0.0,0.0,1.0,gnd:4002737-5,120,1.0
gesundheitsökonomie,Gesundheitsökonomie,1,120,-0.0,0.0,1.0,gnd:4130935-2,120,1.0
mechanik,Mechanik,1,120,-0.0,0.0,1.0,gnd:4038168-7,120,1.0
vielfalt,Vielfalt,1,120,-0.0,0.0,1.0,gnd:4312811-7,120,1.0
bewältigung,Bewältigung,1,119,-0.0,0.0,1.0,gnd:4195461-0,119,1.0
fernerkundung,Fernerkundung,1,119,-0.0,0.0,1.0,gnd:4016796-3,119,1.0
kommunalpolitik,Kommunalpolitik,1,119,-0.0,0.0,1.0,gnd:4073648-9,119,1.0
übersetzung,Übersetzung,1,119,-0.0,0.0,1.0,gnd:4061418-9,119,1.0
arbeitnehmer,Arbeitnehmer,1,118,-0.0,0.0,1.0,gnd:4002623-1,118,1.0
kirche,Kirche,1,118,-0.0,0.0,1.0,gnd:4030702-5,118,1.0
quantenphysik,Quantenphysik,1,118,-0.0,0.0,1.0,gnd:4266670-3,118,1.0
lebenslanges lernen,Lebenslanges Lernen,1,117,-0.0,0.0,1.0,gnd:4134373-6,117,1.0
medizinische informatik,Medizinische Informatik,1,117,-0.0,0.0,1.0,gnd:4038261-8,117,1.0
qualitätssicherung,Qualitätssicherung,1,117,-0.0,0.0,1.0,gnd:4126457-5,117,1.0
smart city,Smart City,1,117,-0.0,0.0,1.0,gnd:1061057097,117,1.0
spracherwerb,Spracherwerb,1,117,-0.0,0.0,1.0,gnd:4056458-7,117,1.0
wettbewerbsrecht,Wettbewerbsrecht,1,117,-0.0,0.0,1.0,gnd:4121924-7,117,1.0
biografieforschung,Biografieforschung,1,116,-0.0,0.0,1.0,gnd:4132300-2,116,1.0
energiewirtschaft,Energiewirtschaft,1,116,-0.0,0.0,1.0,gnd:4014743-5,116,1.0
industriedesign,Industriedesign,1,116,-0.0,0.0,1.0,gnd:4072788-9,116,1.0
partizipation,Partizipation,1,116,-0.0,0.0,1.0,gnd:4044789-3,116,1.0
unterrichtsmethode,Unterrichtsmethode,1,116,-0.0,0.0,1.0,gnd:4078637-7,116,1.0
verstädterung,Verstädterung,1,116,-0.0,0.0,1.0,gnd:4063234-9,116,1.0
wandel,Wandel,1,116,-0.0,0.0,1.0,gnd:4234987-4,116,1.0
abwasserreinigung,Abwasserreinigung,1,115,-0.0,0.0,1.0,gnd:4000313-9,115,1.0
ethnologie,Ethnologie,1,115,-0.0,0.0,1.0,gnd:4078931-7,115,1.0
fremdsprachenlernen,Fremdsprachenlernen,1,115,-0.0,0.0,1.0,gnd:4071461-5,115,1.0
geschichtswissenschaft,Geschichtswissenschaft,1,115,-0.0,0.0,1.0,gnd:4020535-6,115,1.0
jugendhilfe,Jugendhilfe,1,115,-0.0,0.0,1.0,gnd:4028892-4,115,1.0
korruption,Korruption,1,115,-0.0,0.0,1.0,gnd:4032524-6,115,1.0
politische ökonomie,Politische Ökonomie,1,115,-0.0,0.0,1.0,gnd:4115586-5,115,1.0
wertorientierung,Wertorientierung,1,115,-0.0,0.0,1.0,gnd:4132695-7,115,1.0
c++,C++,1,114,-0.0,0.0,1.0,gnd:4193909-8,114,1.0
entwicklungspsychologie,Entwicklungspsychologie,1,114,-0.0,0.0,1.0,gnd:4014963-8,114,1.0
grundrecht,Grundrecht,1,114,-0.0,0.0,1.0,gnd:4022344-9,114,1.0
körper,Körper,1,114,-0.0,0.0,1.0,gnd:4031575-7,114,1.0
mann,Mann,1,114,-0.0,0.0,1.0,gnd:4037363-0,114,1.0
stadtsoziologie,Stadtsoziologie,1,114,-0.0,0.0,1.0,gnd:4077811-3,114,1.0
weiterbildung,Weiterbildung,1,114,-0.0,0.0,1.0,gnd:4117622-4,114,1.0
differentialgeometrie,Differentialgeometrie,1,113,-0.0,0.0,1.0,gnd:4012248-7,113,1.0
hochschuldidaktik,Hochschuldidaktik,1,113,-0.0,0.0,1.0,gnd:4025226-7,113,1.0
kreditwesen,Kreditwesen,1,113,-0.0,0.0,1.0,gnd:4032950-1,113,1.0
sexualverhalten,Sexualverhalten,1,113,-0.0,0.0,1.0,gnd:4116485-4,113,1.0
wissenschaftstheorie,Wissenschaftstheorie,1,113,-0.0,0.0,1.0,gnd:4117665-0,113,1.0
behinderung,Behinderung,1,112,-0.0,0.0,1.0,gnd:4112696-8,112,1.0
benutzerfreundlichkeit,Benutzerfreundlichkeit,1,112,-0.0,0.0,1.0,gnd:4005541-3,112,1.0
mobile telekommunikation,Mobile Telekommunikation,1,112,-0.0,0.0,1.0,gnd:4341131-9,112,1.0
muslim,Muslim,1,112,-0.0,0.0,1.0,gnd:4040921-1,112,1.0
soziolinguistik,Soziolinguistik,1,112,-0.0,0.0,1.0,gnd:4077623-2,112,1.0
wettbewerb,Wettbewerb,1,112,-0.0,0.0,1.0,gnd:4065835-1,112,1.0
evangelische theologie,Evangelische Theologie,1,111,-0.0,0.0,1.0,gnd:4015875-5,111,1.0
finanzwirtschaft,Finanzwirtschaft,1,111,-0.0,0.0,1.0,gnd:4017214-4,111,1.0
ost-west-konflikt,Ost-West-Konflikt,1,111,-0.0,0.0,1.0,gnd:4075770-5,111,1.0
quantenfeldtheorie,Quantenfeldtheorie,1,111,-0.0,0.0,1.0,gnd:4047984-5,111,1.0
sozialstaat,Sozialstaat,1,111,-0.0,0.0,1.0,gnd:4055896-4,111,1.0
zeit,Zeit,1,111,-0.0,0.0,1.0,gnd:4067461-7,111,1.0
zeitreihenanalyse,Zeitreihenanalyse,1,111,-0.0,0.0,1.0,gnd:4067486-1,111,1.0
astrophysik,Astrophysik,1,110,-0.0,0.0,1.0,gnd:4003326-0,110,1.0
biografie,Biografie,1,110,-0.0,0.0,1.0,gnd:4006804-3,110,1.0
energiebewusstes bauen,Energiebewusstes Bauen,1,110,-0.0,0.0,1.0,gnd:4113437-0,110,1.0
energieeffizienz,Energieeffizienz,1,110,-0.0,0.0,1.0,gnd:7660153-5,110,1.0
haftung,Haftung,1,110,-0.0,0.0,1.0,gnd:4022898-8,110,1.0
institutionenökonomie,Institutionenökonomie,1,110,-0.0,0.0,1.0,gnd:4027208-4,110,1.0
kritische theorie,Kritische Theorie,1,110,-0.0,0.0,1.0,gnd:4073840-1,110,1.0
mobile computing,Mobile Computing,1,110,-0.0,0.0,1.0,gnd:4694120-4,110,1.0
sportunterricht,Sportunterricht,1,110,-0.0,0.0,1.0,gnd:4077704-2,110,1.0
astronomie,Astronomie,1,109,-0.0,0.0,1.0,gnd:4003311-9,109,1.0
geoinformationssystem,Geoinformationssystem,1,109,-0.0,0.0,1.0,gnd:4261642-6,109,1.0
interkulturelle erziehung,Interkulturelle Erziehung,1,109,-0.0,0.0,1.0,gnd:4123440-6,109,1.0
protestbewegung,Protestbewegung,1,109,-0.0,0.0,1.0,gnd:4226404-2,109,1.0
benutzeroberfläche,Benutzeroberfläche,1,108,-0.0,0.0,1.0,gnd:4131424-4,108,1.0
datenbanksystem,Datenbanksystem,1,108,-0.0,0.0,1.0,gnd:4113276-2,108,1.0
ethnische identität,Ethnische Identität,1,108,-0.0,0.0,1.0,gnd:4153096-2,108,1.0
numerische strömungssimulation,Numerische Strömungssimulation,1,108,-0.0,0.0,1.0,gnd:4690080-9,108,1.0
rechtsprechung,Rechtsprechung,1,108,-0.0,0.0,1.0,gnd:4115710-2,108,1.0
sicherheit,Sicherheit,1,108,-0.0,0.0,1.0,gnd:4054790-5,108,1.0
umweltbezogenes management,Umweltbezogenes Management,1,108,-0.0,0.0,1.0,gnd:4201709-9,108,1.0
zahlentheorie,Zahlentheorie,1,108,-0.0,0.0,1.0,gnd:4067277-3,108,1.0
biomedizinische technik,Biomedizinische Technik,1,107,-0.0,0.0,1.0,gnd:4006882-1,107,1.0
halbleiter,Halbleiter,1,107,-0.0,0.0,1.0,gnd:4022993-2,107,1.0
komplexes system,Komplexes System,1,107,-0.0,0.0,1.0,gnd:4114261-5,107,1.0
einkommensverteilung,Einkommensverteilung,1,106,-0.0,0.0,1.0,gnd:4013898-7,106,1.0
qualitative methode,Qualitative Methode,1,106,-0.0,0.0,1.0,gnd:4137346-7,106,1.0
sozialpsychologie,Sozialpsychologie,1,106,-0.0,0.0,1.0,gnd:4055891-5,106,1.0
weltgeschichte,Weltgeschichte,1,106,-0.0,0.0,1.0,gnd:4079158-0,106,1.0
energieversorgung,Energieversorgung,1,105,-0.0,0.0,1.0,gnd:4014736-8,105,1.0
gewöhnliche differentialgleichung,Gewöhnliche Differentialgleichung,1,105,-0.0,0.0,1.0,gnd:4020929-5,105,1.0
kulturwirtschaft,Kulturwirtschaft,1,105,-0.0,0.0,1.0,gnd:4268059-1,105,1.0
soft computing,Soft Computing,1,105,-0.0,0.0,1.0,gnd:4455833-8,105,1.0
sozialraum,Sozialraum,1,105,-0.0,0.0,1.0,gnd:4116546-9,105,1.0
stabilität,Stabilität,1,105,-0.0,0.0,1.0,gnd:4056693-6,105,1.0
unternehmenskooperation,Unternehmenskooperation,1,105,-0.0,0.0,1.0,gnd:4078604-3,105,1.0
wirtschaftsforschung,Wirtschaftsforschung,1,105,-0.0,0.0,1.0,gnd:4124477-1,105,1.0
berufsbildung,Berufsbildung,1,104,-0.0,0.0,1.0,gnd:4069342-9,104,1.0
experimentelle wirtschaftsforschung,Experimentelle Wirtschaftsforschung,1,104,-0.0,0.0,1.0,gnd:4252654-1,104,1.0
freiheit,Freiheit,1,104,-0.0,0.0,1.0,gnd:4018326-9,104,1.0
gleichberechtigung,Gleichberechtigung,1,104,-0.0,0.0,1.0,gnd:4021216-6,104,1.0
partei,Partei,1,104,-0.0,0.0,1.0,gnd:4044737-6,104,1.0
bilanz,Bilanz,1,103,-0.0,0.0,1.0,gnd:4006566-2,103,1.0
differentialgleichung,Differentialgleichung,1,103,-0.0,0.0,1.0,gnd:4012249-9,103,1.0
industriebetrieb,Industriebetrieb,1,103,-0.0,0.0,1.0,gnd:4026813-5,103,1.0
interreligiöser dialog,Interreligiöser Dialog,1,103,-0.0,0.0,1.0,gnd:4192352-2,103,1.0
mathematische modellierung,Mathematische Modellierung,1,103,-0.0,0.0,1.0,gnd:7651795-0,103,1.0
museum,Museum,1,103,-0.0,0.0,1.0,gnd:4040795-0,103,1.0
solarzelle,Solarzelle,1,103,-0.0,0.0,1.0,gnd:4181740-0,103,1.0
teamwork,Teamwork,1,103,-0.0,0.0,1.0,gnd:4126974-3,103,1.0
weimarer republik,Weimarer Republik,1,103,-0.0,0.0,1.0,gnd:4065109-5,103,1.0
wiedervereinigung (deutschland),Wiedervereinigung (Deutschland),1,103,-0.0,0.0,1.0,gnd:4235034-7,103,1.0
bauökologie,Bauökologie,1,102,-0.0,0.0,1.0,gnd:4069183-4,102,1.0
cad,CAD,1,102,-0.0,0.0,1.0,gnd:4069794-0,102,1.0
gestaltung,Gestaltung,1,102,-0.0,0.0,1.0,gnd:4157139-3,102,1.0
mechatronik,Mechatronik,1,102,-0.0,0.0,1.0,gnd:4238812-0,102,1.0
monte-carlo-simulation,Monte-Carlo-Simulation,1,102,-0.0,0.0,1.0,gnd:4240945-7,102,1.0
rechnungslegung,Rechnungslegung,1,102,-0.0,0.0,1.0,gnd:4128343-0,102,1.0
regionale wirtschaftsentwicklung,Regionale Wirtschaftsentwicklung,1,102,-0.0,0.0,1.0,gnd:4076601-9,102,1.0
umwelt,Umwelt,1,102,-0.0,0.0,1.0,gnd:4061616-2,102,1.0
urbanität,Urbanität,1,102,-0.0,0.0,1.0,gnd:4062110-8,102,1.0
vertrauen,Vertrauen,1,102,-0.0,0.0,1.0,gnd:4063290-8,102,1.0
