LabelNorm,RawLabelExample,SubjectID,TrainCount,DevCount,TestCount,TotalCount
adobe acrobat,Adobe Acrobat,gnd:4372144-8,2,2,0,4
adobe acrobat 5.0,Adobe Acrobat 5.0,gnd:4651528-8,0,1,0,1
adobe acrobat 6.0,Adobe Acrobat 6.0,gnd:4749441-4,0,1,0,1
adobe acrobat 7.0,Adobe Acrobat 7.0,gnd:4828521-3,1,0,0,1
adobe acrobat 8.0,Adobe Acrobat 8.0,gnd:7565030-7,1,0,0,1
adobe acrobat 9.0,Adobe Acrobat 9.0,gnd:7641166-7,1,0,0,1
adobe after effects cc,Adobe After Effects CC,gnd:1037973984,3,0,0,3
adobe after effects cs6,Adobe After Effects CS6,gnd:1023971860,1,1,0,2
adobe air,Adobe AIR,gnd:7635825-2,2,0,0,2
adobe camera raw,Adobe Camera Raw,gnd:4845665-2,1,0,0,1
adobe captivate 4,Adobe Captivate 4,gnd:7736078-3,0,1,0,1
adobe creative suite,Adobe Creative Suite,gnd:4797030-3,1,0,0,1
adobe creative suite 3,Adobe Creative Suite 3,gnd:7594430-3,2,0,0,2
adobe creative suite 5,Adobe Creative Suite 5,gnd:1024761835,2,0,0,2
adobe edge animate,Adobe Edge Animate,gnd:1030464014,3,0,0,3
adobe flash professional cc,Adobe Flash Professional CC,gnd:1072531968,1,0,1,2
adobe flex,Adobe Flex,gnd:7537222-8,2,0,0,2
adobe flex 3.0,Adobe Flex 3.0,gnd:7621503-9,2,0,1,3
adobe flex 4.0,Adobe Flex 4.0,gnd:7709129-2,1,0,0,1
adobe golive 9.0,Adobe GoLive 9.0,gnd:7625355-7,1,0,0,1
adobe illustrator,Adobe Illustrator,gnd:4243858-5,1,0,0,1
adobe illustrator cc,Adobe Illustrator CC,gnd:1037974646,7,0,0,7
adobe illustrator cs2,Adobe Illustrator CS2,gnd:4844867-9,2,0,0,2
adobe illustrator cs5,Adobe Illustrator CS5,gnd:7704805-2,3,0,0,3
adobe illustrator cs6,Adobe Illustrator CS6,gnd:1022298771,3,0,0,3
adobe indesign,Adobe InDesign,gnd:4583823-9,2,1,0,3
adobe indesign cc,Adobe InDesign CC,gnd:1036717453,3,2,0,5
adobe indesign cs,Adobe InDesign CS,gnd:4775927-6,0,1,0,1
adobe indesign cs2,Adobe InDesign CS2,gnd:4841529-7,1,0,0,1
adobe indesign cs3,Adobe InDesign CS3,gnd:7577535-9,2,0,0,2
adobe indesign cs4,Adobe InDesign CS4,gnd:7651929-6,1,0,0,1
adobe indesign cs5,Adobe InDesign CS5,gnd:7704804-0,3,0,0,3
adobe indesign cs5.5,Adobe InDesign CS5.5,gnd:7757988-4,1,0,0,1
adobe indesign cs6,Adobe InDesign CS6,gnd:1022291122,1,0,1,2
adobe livecycle designer,Adobe LiveCycle Designer,gnd:1075078091,1,0,0,1
adobe livecycle designer es2,Adobe LiveCycle Designer ES2,gnd:1023757850,1,0,0,1
adobe photoshop,Adobe Photoshop,gnd:4307276-8,8,1,0,9
adobe photoshop 6.0,Adobe Photoshop 6.0,gnd:4620484-2,1,1,0,2
adobe photoshop 7.0,Adobe Photoshop 7.0,gnd:4693597-6,1,0,0,1
adobe photoshop cc,Adobe Photoshop CC,gnd:1036716392,6,1,0,7
adobe photoshop cs,Adobe Photoshop CS,gnd:4768722-8,1,0,0,1
adobe photoshop cs2,Adobe Photoshop CS2,gnd:4833303-7,1,0,0,1
adobe photoshop cs3,Adobe Photoshop CS3,gnd:7574913-0,5,1,0,6
adobe photoshop cs4,Adobe Photoshop CS4,gnd:7645007-7,5,1,0,6
adobe photoshop cs5,Adobe Photoshop CS5,gnd:7706730-7,3,1,0,4
adobe photoshop cs6,Adobe Photoshop CS6,gnd:1023614219,7,1,0,8
adobe photoshop elements,Adobe Photoshop Elements,gnd:4682745-6,2,1,0,3
adobe photoshop elements 10.0,Adobe Photoshop Elements 10.0,gnd:7843478-6,6,1,0,7
adobe photoshop elements 12.0,Adobe Photoshop Elements 12.0,gnd:1046636251,1,0,0,1
adobe photoshop elements 3.0,Adobe Photoshop Elements 3.0,gnd:4812336-5,2,0,0,2
adobe photoshop elements 5.0,Adobe Photoshop Elements 5.0,gnd:7557305-2,0,1,0,1
adobe photoshop elements 9.0,Adobe Photoshop Elements 9.0,gnd:7725581-1,3,0,0,3
adobe photoshop lightroom,Adobe Photoshop Lightroom,gnd:7572881-3,4,0,0,4
adobe photoshop lightroom 3,Adobe Photoshop Lightroom 3,gnd:7712097-8,1,0,0,1
adobe photoshop lightroom 4,Adobe Photoshop Lightroom 4,gnd:1022013017,2,0,0,2
adobe photoshop lightroom 5,Adobe Photoshop Lightroom 5,gnd:1042897360,2,0,0,2
adobe premiere 6.5,Adobe Premiere 6.5,gnd:4712620-6,1,0,0,1
adobe premiere elements 11,Adobe Premiere Elements 11,gnd:1033025925,1,0,0,1
adobe premiere elements 12,Adobe Premiere Elements 12,gnd:1048495612,1,0,0,1
adobe premiere pro,Adobe Premiere Pro,gnd:4756335-7,1,1,0,2
adobe premiere pro 1.5,Adobe Premiere Pro 1.5,gnd:4792070-1,1,0,0,1
adobe premiere pro 2.0,Adobe Premiere Pro 2.0,gnd:7524111-0,1,0,0,1
adobe premiere pro cc,Adobe Premiere Pro CC,gnd:1041812019,1,0,0,1
adobe premiere pro cs5,Adobe Premiere Pro CS5,gnd:7715080-6,1,0,0,1
adobe premiere pro cs5.5,Adobe Premiere Pro CS5.5,gnd:7747912-9,1,0,0,1
adoculos 4.0,AdOculos 4.0,gnd:4524688-9,1,0,0,1
adoption,Adoption,gnd:4000522-7,5,3,2,10
adoption (marketing),Adoption (Marketing),gnd:4272156-8,3,0,0,3
adoption (motiv),Adoption (Motiv),gnd:4342826-5,1,0,0,1
adoptiveltern,Adoptiveltern,gnd:4141445-7,1,0,1,2
adoptivfamilie,Adoptivfamilie,gnd:4112457-1,2,0,0,2
adoptivkind,Adoptivkind,gnd:4131246-6,2,2,1,5
adrenomedullin,Adrenomedullin,gnd:4556335-4,0,1,0,1
adressat,Adressat,gnd:4200587-5,3,2,1,6
adressierung,Adressierung,gnd:4418988-6,1,0,0,1
adressverwaltung,Adressverwaltung,gnd:4237233-1,1,0,1,2
ads-cft-korrespondenz,AdS-CFT-Korrespondenz,gnd:7752120-1,4,2,4,10
adsl,ADSL,gnd:4562990-0,2,0,0,2
adsorbat,Adsorbat,gnd:4141453-6,0,2,0,2
adsorbens,Adsorbens,gnd:4141454-8,1,4,0,5
adsorber,Adsorber,gnd:4141456-1,1,1,0,2
adsorption,Adsorption,gnd:4000536-7,17,4,2,23
adsorptionskinetik,Adsorptionskinetik,gnd:4122762-1,2,0,0,2
adsorptionskältemaschine,Adsorptionskältemaschine,gnd:4344075-7,1,0,0,1
adsorptionsschicht,Adsorptionsschicht,gnd:4314127-4,1,0,0,1
adsorptiv,Adsorptiv,gnd:4309279-2,1,0,0,1
adulte stammzelle,Adulte Stammzelle,gnd:4699649-7,2,1,0,3
advanced datastore-object,Advanced DataStore-Object,gnd:1173258620,1,0,0,1
advanced encryption standard,Advanced Encryption Standard,gnd:4680201-0,2,1,0,3
advanced glycosylation end products,Advanced glycosylation end products,gnd:4628066-2,0,1,0,1
advektion,Advektion,gnd:4206361-9,2,0,0,2
adverb,Adverb,gnd:4191574-4,2,0,2,4
adverbiale,Adverbiale,gnd:4140513-4,2,0,1,3
adverbialsatz,Adverbialsatz,gnd:4154441-9,0,0,1,1
adverse selektion,Adverse Selektion,gnd:4382291-5,0,1,1,2
advertorial,Advertorial,gnd:1139068539,1,0,0,1
advocacy,Advocacy,gnd:1208925741,1,0,0,1
aerobic,Aerobic,gnd:4141508-5,2,0,0,2
aerobiologie,Aerobiologie,gnd:4141509-7,1,0,0,1
aerodynamik,Aerodynamik,gnd:4000589-6,33,9,3,45
aerodynamische aufheizung,Aerodynamische Aufheizung,gnd:4141510-3,1,0,0,1
aerodynamisches lager,Aerodynamisches Lager,gnd:4141512-7,1,0,0,1
aeroelastizität,Aeroelastizität,gnd:4202469-9,6,1,1,8
aerogel,Aerogel,gnd:4124525-8,5,0,0,5
aerographit,Aerographit,gnd:1148987150,2,0,0,2
aerologie,Aerologie,gnd:4192029-6,1,0,0,1
aeromechanik,Aeromechanik,gnd:4141515-2,1,0,0,1
aeromonas hydrophila,Aeromonas hydrophila,gnd:4211342-8,0,0,1,1
aeronomie,Aeronomie,gnd:4141516-4,0,0,1,1
aerosol,Aerosol,gnd:4000595-1,15,3,0,18
aerosoldruck,Aerosoldruck,gnd:7739364-8,1,1,0,2
aerostatisches lager,Aerostatisches Lager,gnd:4141523-1,3,0,0,3
aerothermodynamik,Aerothermodynamik,gnd:4133168-0,3,1,0,4
affective computing,Affective Computing,gnd:4784306-8,4,2,2,8
affekt,Affekt,gnd:4135470-9,25,5,7,37
affekt (motiv),Affekt (Motiv),gnd:4141547-4,1,0,2,3
affektenlehre,Affektenlehre,gnd:4122037-7,1,0,0,1
affektionsinteresse,Affektionsinteresse,gnd:4141550-4,1,0,0,1
affektive bindung,Affektive Bindung,gnd:4141551-6,28,4,10,42
affektive entwicklung,Affektive Entwicklung,gnd:4141552-8,4,1,5,10
affektivität,Affektivität,gnd:4141555-3,4,0,0,4
affektivlogik,Affektivlogik,gnd:4141556-5,1,2,2,5
affektstörung,Affektstörung,gnd:4205031-5,1,0,1,2
affen,Affen,gnd:4000666-9,0,0,4,4
affen (motiv),Affen (Motiv),gnd:4217412-0,1,0,0,1
affenimmundefizienzvirus,Affenimmundefizienzvirus,gnd:4307866-7,2,0,0,2
affiliate-programm,Affiliate-Programm,gnd:7687279-8,1,0,0,1
affine abbildung,Affine Abbildung,gnd:4141560-7,1,0,0,1
affine algebra,Affine Algebra,gnd:4348233-8,2,0,0,2
affine algebraische mannigfaltigkeit,Affine algebraische Mannigfaltigkeit,gnd:4629829-0,1,1,0,2
affine arithmetik,Affine Arithmetik,gnd:4782529-7,0,1,0,1
affine geometrie,Affine Geometrie,gnd:4141566-8,0,1,0,1
affine gruppe,Affine Gruppe,gnd:4141568-1,0,0,1,1
affiner raum,Affiner Raum,gnd:4141574-7,1,0,0,1
affines gebäude,Affines Gebäude,gnd:4225935-6,2,0,0,2
affinity photo,Affinity Photo,gnd:1100546049,0,0,1,1
affinity publisher,Affinity Publisher,gnd:1202467903,1,0,0,1
affinitätschromatographie,Affinitätschromatographie,gnd:4211538-3,3,0,1,4
affäre,Affäre,gnd:4288464-0,0,1,0,1
afghanischer bürgerkrieg (1989-2001),Afghanischer Bürgerkrieg (1989-2001),gnd:4563620-5,0,1,1,2
afghanischer flüchtling,Afghanischer Flüchtling,gnd:4401826-5,0,0,1,1
afghanistan-konflikt (1979-1989),Afghanistan-Konflikt (1979-1989),gnd:4141580-2,0,1,0,1
afghanistankrieg (2001-2021),Afghanistankrieg (2001-2021),gnd:4997894-9,8,0,2,10
"afghanistankrieg (2001-2021, motiv)","Afghanistankrieg (2001-2021, Motiv)",gnd:7565432-5,1,0,0,1
aflp,AFLP,gnd:4786510-6,1,0,0,1
afrika (motiv),Afrika (Motiv),gnd:4133137-0,3,0,0,3
afrikabild,Afrikabild,gnd:4133133-3,8,0,2,10
afrikafeldzug (1940-1943),Afrikafeldzug (1940-1943),gnd:4120844-4,0,0,1,1
afrikaforschung,Afrikaforschung,gnd:4417983-2,1,1,0,2
afrikaner,Afrikaner,gnd:4133380-9,10,3,3,16
afrikaner (motiv),Afrikaner (Motiv),gnd:4232801-9,1,0,1,2
afrikanische philosophie,Afrikanische Philosophie,gnd:7509503-8,1,0,1,2
afrikanische schweinepest,Afrikanische Schweinepest,gnd:4141585-1,1,0,1,2
afrikanische sprachen,Afrikanische Sprachen,gnd:4120108-5,2,0,0,2
afrikanische theologie,Afrikanische Theologie,gnd:4207540-3,0,0,1,1
afrikanischer einwanderer,Afrikanischer Einwanderer,gnd:4390962-0,1,0,0,1
afrikanischer flüchtling,Afrikanischer Flüchtling,gnd:4706375-0,2,0,1,3
afrikanischer student,Afrikanischer Student,gnd:4232907-3,0,0,1,1
afrikanisches kind,Afrikanisches Kind,gnd:4575910-8,1,0,0,1
afrikanisches maniok-mosaik-virus,Afrikanisches Maniok-Mosaik-Virus,gnd:4329737-7,1,0,0,1
afroamerikanische musik,Afroamerikanische Musik,gnd:4122767-0,1,0,0,1
afroamerikanischer synkretismus,Afroamerikanischer Synkretismus,gnd:4000709-1,3,1,0,4
afroamerikanismus,Afroamerikanismus,gnd:4141590-5,1,0,0,1
afroasiatische bewegung,Afroasiatische Bewegung,gnd:4141591-7,1,0,0,1
afrofuturismus,Afrofuturismus,gnd:1205743510,1,0,0,1
agency-theorie,Agency-Theorie,gnd:4126353-4,20,1,4,25
agenda 21,Agenda 21,gnd:4501271-4,1,1,0,2
agenda setting,Agenda setting,gnd:4460400-2,3,0,0,3
agens,Agens,gnd:4257550-3,2,0,0,2
agent (informatik),Agent (Informatik),gnd:4455835-1,33,8,5,46
agent (künstliche intelligenz),Agent (Künstliche Intelligenz),gnd:4310355-8,14,3,3,20
agent orange,Agent Orange,gnd:4323876-2,1,0,0,1
agent provocateur,Agent provocateur,gnd:4141605-3,2,0,0,2
agentur,Agentur,gnd:4480144-0,3,1,1,5
agglomeration (wirtschaft),Agglomeration (Wirtschaft),gnd:4471580-8,9,3,3,15
agglomerieren,Agglomerieren,gnd:4141611-9,2,0,0,2
aggregat,Aggregat,gnd:4124529-5,0,1,0,1
aggregat (chemie),Aggregat (Chemie),gnd:4333754-5,1,2,0,3
aggregation,Aggregation,gnd:4000728-5,3,1,1,5
aggregationsoperator,Aggregationsoperator,gnd:4694009-1,3,0,0,3
aggregatzustand,Aggregatzustand,gnd:4141615-6,0,0,1,1
aggression,Aggression,gnd:4000732-7,25,4,14,43
aggression (motiv),Aggression (Motiv),gnd:4479083-1,0,0,1,1
aggressionstrieb,Aggressionstrieb,gnd:4141619-3,1,0,0,1
aggressivität,Aggressivität,gnd:4141621-1,10,5,5,20
agile softwareentwicklung,Agile Softwareentwicklung,gnd:4806620-5,41,12,5,58
agilität (management),Agilität (Management),gnd:1123527725,50,3,18,71
agonist,Agonist,gnd:4380725-2,0,1,0,1
agora,Agora,gnd:4141631-4,1,1,0,2
agoraphobie,Agoraphobie,gnd:4076169-1,1,0,0,1
agrapha,Agrapha,gnd:4455943-4,0,0,1,1
agraraußenhandel,Agraraußenhandel,gnd:4112468-6,4,0,0,4
agrarexport,Agrarexport,gnd:4000752-2,1,0,0,1
agrarforschung,Agrarforschung,gnd:4310943-3,2,2,0,4
agrarförderung,Agrarförderung,gnd:4198990-9,3,0,0,3
agrargeografie,Agrargeografie,gnd:4000757-1,2,0,0,2
agrargesellschaft,Agrargesellschaft,gnd:4125621-9,1,3,2,6
agrarhandel,Agrarhandel,gnd:4139126-3,7,1,3,11
agrarinformatik,Agrarinformatik,gnd:4193484-2,1,0,0,1
agrarkolonisation,Agrarkolonisation,gnd:4141639-9,0,1,0,1
agrarkredit,Agrarkredit,gnd:4000764-9,1,0,2,3
agrarkrise,Agrarkrise,gnd:4131628-9,1,1,0,2
agrarlandschaft,Agrarlandschaft,gnd:4000766-2,4,0,0,4
agrarmarkt,Agrarmarkt,gnd:4000767-4,4,1,2,7
agrarmarktordnung,Agrarmarktordnung,gnd:4120848-1,0,0,1,1
agrarmarktpolitik,Agrarmarktpolitik,gnd:4134945-3,2,1,1,4
agrarmeteorologie,Agrarmeteorologie,gnd:4141642-9,0,1,0,1
agrarplanung,Agrarplanung,gnd:4141643-0,1,0,0,1
agrarpolitik,Agrarpolitik,gnd:4000771-6,95,17,35,147
agrarpreis,Agrarpreis,gnd:4141644-2,1,0,0,1
agrarprodukt,Agrarprodukt,gnd:4068470-2,4,3,0,7
agrarproduktion,Agrarproduktion,gnd:4068471-4,13,3,4,20
agrarrecht,Agrarrecht,gnd:4000775-3,12,0,2,14
agrarreform,Agrarreform,gnd:4000776-5,3,1,0,4
agrarregion,Agrarregion,gnd:4259064-4,1,0,0,1
agrarsoziologie,Agrarsoziologie,gnd:4073988-0,4,0,3,7
agrarstruktur,Agrarstruktur,gnd:4000778-9,2,0,1,3
agrarstrukturpolitik,Agrarstrukturpolitik,gnd:4129835-4,1,0,0,1
agrarsystem,Agrarsystem,gnd:4141649-1,2,0,1,3
agrarwelthandel,Agrarwelthandel,gnd:4140857-3,4,2,0,6
agrarweltmarkt,Agrarweltmarkt,gnd:4000782-0,3,1,2,6
agrarwissenschaft,Agrarwissenschaft,gnd:4068473-8,2,0,0,2
agrarökologie,Agrarökologie,gnd:4000769-8,9,0,3,12
agrarökonomie,Agrarökonomie,gnd:4704302-7,28,1,12,41
agrarökosystem,Agrarökosystem,gnd:4136995-6,7,1,0,8
agrikulturchemie,Agrikulturchemie,gnd:4000788-1,1,0,0,1
agrobusiness,Agrobusiness,gnd:4120851-1,6,2,1,9
agrochemikalie,Agrochemikalie,gnd:4238318-3,4,1,1,6
agrocybe aegerita,Agrocybe aegerita,gnd:4141657-0,0,0,1,1
agroforstwirtschaft,Agroforstwirtschaft,gnd:4138225-0,5,0,4,9
aharonov-bohm-effekt,Aharonov-Bohm-Effekt,gnd:4194061-1,2,0,0,2
ahimsa,Ahimsa,gnd:4141660-0,0,0,1,1
ahmadiyya,Ahmadiyya,gnd:4297505-0,2,0,0,2
ahnen,Ahnen,gnd:4385397-3,1,0,0,1
ahnenkult,Ahnenkult,gnd:4068478-7,1,0,0,1
aht (morphem),aht (Morphem),gnd:1058284304,0,1,0,1
aids,Aids,gnd:4112470-4,14,1,2,17
aidskranker,Aidskranker,gnd:4197322-7,3,1,0,4
aikido,Aikido,gnd:4000844-7,0,1,0,1
airbag,Airbag,gnd:4301232-2,2,0,0,2
airbus,Airbus,gnd:4000852-6,1,0,0,1
aix 5l,AIX 5L,gnd:4770148-1,1,0,0,1
ajax (informatik),Ajax (Informatik),gnd:7515401-8,14,1,0,15
akademie,Akademie,gnd:4138124-5,0,0,1,1
akademie der wissenschaften,Akademie der Wissenschaften,gnd:4141681-8,1,0,0,1
akademiker,Akademiker,gnd:4000881-2,30,8,15,53
akademiker (motiv),Akademiker (Motiv),gnd:4628418-7,0,1,0,1
akademikerarbeitslosigkeit,Akademikerarbeitslosigkeit,gnd:4132687-8,0,0,1,1
akademikerbedarf,Akademikerbedarf,gnd:4141684-3,1,0,1,2
akademikerin,Akademikerin,gnd:4000883-6,2,0,1,3
akademische freiheit,Akademische Freiheit,gnd:4000888-5,0,1,0,1
akademische gerichtsbarkeit,Akademische Gerichtsbarkeit,gnd:4231566-9,0,0,1,1
akademischer grad,Akademischer Grad,gnd:4141686-7,1,0,0,1
akademischer mittelbau,Akademischer Mittelbau,gnd:4141687-9,2,0,0,2
akademisierung,Akademisierung,gnd:4513787-0,2,0,3,5
akan,Akan,gnd:4000894-0,1,0,0,1
akazie,Akazie,gnd:4141694-6,1,1,0,2
akkadisch,Akkadisch,gnd:4084837-1,2,1,1,4
akkreditierung,Akkreditierung,gnd:4274903-7,5,2,0,7
akkretion,Akkretion,gnd:4130446-9,3,1,1,5
akkretion (geologie),Akkretion (Geologie),gnd:4507349-1,1,0,0,1
akkretionskeil,Akkretionskeil,gnd:4418304-5,1,0,0,1
akkretionsscheibe,Akkretionsscheibe,gnd:4312917-1,4,1,0,5
akkulturation,Akkulturation,gnd:4000911-7,9,4,5,18
akkumulation,Akkumulation,gnd:4000912-9,0,0,1,1
akkumulator,Akkumulator,gnd:4068497-0,17,2,4,23
akquisition,Akquisition,gnd:4435451-4,10,4,7,21
akrobatik,Akrobatik,gnd:4125413-2,2,0,0,2
akt (philosophie),Akt (Philosophie),gnd:4308398-5,1,0,1,2
aktdarstellung,Aktdarstellung,gnd:4120855-9,0,0,2,2
akte,Akte,gnd:4000925-7,3,1,1,5
akteneinsicht,Akteneinsicht,gnd:4141722-7,3,0,4,7
aktenplan,Aktenplan,gnd:4128769-1,2,0,0,2
akteur,Akteur,gnd:4360006-2,12,6,7,25
akteurzentrierter institutionalismus,Akteurzentrierter Institutionalismus,gnd:4596494-4,1,0,0,1
aktie,Aktie,gnd:4000932-4,2,0,0,2
aktienanalyse,Aktienanalyse,gnd:4112475-3,0,0,1,1
aktienanlage,Aktienanlage,gnd:4125483-1,3,0,1,4
aktienbank,Aktienbank,gnd:4198288-5,1,0,0,1
aktienbewertung,Aktienbewertung,gnd:4000933-6,4,0,1,5
aktienbörse,Aktienbörse,gnd:4068500-7,1,0,0,1
aktiengesellschaft,Aktiengesellschaft,gnd:4000937-3,43,5,15,63
aktienindex,Aktienindex,gnd:4141735-5,1,1,1,3
aktienkauf,Aktienkauf,gnd:4408956-9,3,0,0,3
aktienkurs,Aktienkurs,gnd:4141736-7,4,1,4,9
aktienkursprognose,Aktienkursprognose,gnd:4122774-8,0,0,1,1
aktienmarkt,Aktienmarkt,gnd:4130931-5,9,1,8,18
aktienmarktanalyse,Aktienmarktanalyse,gnd:4137412-5,2,0,0,2
aktienoption,Aktienoption,gnd:4120856-0,2,0,3,5
aktienoptionsplan,Aktienoptionsplan,gnd:4571063-6,1,0,1,2
aktienrecht,Aktienrecht,gnd:4246380-4,11,0,3,14
aktienrendite,Aktienrendite,gnd:4126593-2,3,1,2,6
aktion erntefest,Aktion Erntefest,gnd:7722655-0,1,0,1,2
aktion reinhardt,Aktion Reinhardt,gnd:1161097716,1,0,0,1
aktionsart,Aktionsart,gnd:4000954-3,1,0,0,1
aktionsforschung,Aktionsforschung,gnd:4000957-9,6,3,4,13
aktionskunst,Aktionskunst,gnd:4141744-6,2,1,1,4
aktionspotenzial,Aktionspotenzial,gnd:4141745-8,0,0,1,1
aktionär,Aktionär,gnd:4000947-6,5,0,4,9
aktive galaxie,Aktive Galaxie,gnd:4137689-4,1,1,0,2
aktive imagination,Aktive Imagination,gnd:4122776-1,1,0,0,1
aktive materie,Aktive Materie,gnd:1178821145,3,1,1,5
aktive schalldämpfung,Aktive Schalldämpfung,gnd:4451322-7,0,1,1,2
aktive schwingungsdämpfung,Aktive Schwingungsdämpfung,gnd:4202585-0,4,1,0,5
aktiver galaktischer kern,Aktiver galaktischer Kern,gnd:4233554-1,12,0,1,13
aktiver wortschatz,Aktiver Wortschatz,gnd:4217134-9,1,0,0,1
aktives bauelement,Aktives Bauelement,gnd:4141755-0,3,0,0,3
aktives filter,Aktives Filter,gnd:4141756-2,5,0,0,5
aktives medium,Aktives Medium,gnd:4225116-3,3,0,0,3
aktives wahlrecht,Aktives Wahlrecht,gnd:4141759-8,1,0,0,1
aktives zentrum,Aktives Zentrum,gnd:4337771-3,2,0,0,2
aktivierung,Aktivierung,gnd:4000970-1,10,1,1,12
aktivierung (chemie),Aktivierung (Chemie),gnd:4141761-6,4,2,0,6
aktivierung (physiologie),Aktivierung (Physiologie),gnd:4243777-5,1,0,0,1
aktivierungsenergie,Aktivierungsenergie,gnd:4195878-0,1,0,0,1
aktivismus,Aktivismus,gnd:4000973-7,28,4,10,42
aktivist,Aktivist,gnd:4434804-6,4,2,0,6
aktivistin,Aktivistin,gnd:4434805-8,2,0,1,3
aktivität,Aktivität,gnd:4141766-5,5,2,0,7
aktivitätskoeffizient,Aktivitätskoeffizient,gnd:4222479-2,2,0,0,2
aktivkohle,Aktivkohle,gnd:4000977-4,2,1,1,4
aktivkohle-filter,Aktivkohle-Filter,gnd:4126596-8,0,1,0,1
aktor,Aktor,gnd:4198914-4,17,6,3,26
aktualisierung,Aktualisierung,gnd:4224604-0,1,0,0,1
aktualität,Aktualität,gnd:4226420-0,7,0,2,9
aktuar (versicherung),Aktuar (Versicherung),gnd:4384736-5,1,1,0,2
akupressur,Akupressur,gnd:4000985-3,0,1,0,1
akustik,Akustik,gnd:4000988-9,41,7,5,53
akustikustumor,Akustikustumor,gnd:4000989-0,0,1,0,1
akustische eigenschaft,Akustische Eigenschaft,gnd:4729048-1,4,1,1,6
akustische holografie,Akustische Holografie,gnd:4135916-1,2,0,0,2
akustische kommunikation,Akustische Kommunikation,gnd:4409921-6,3,1,0,4
akustische markenführung,Akustische Markenführung,gnd:7614468-9,3,0,2,5
akustische messtechnik,Akustische Messtechnik,gnd:4310930-5,3,1,1,5
akustische messung,Akustische Messung,gnd:4341305-5,3,2,1,6
akustische mikroskopie,Akustische Mikroskopie,gnd:4141779-3,1,0,0,1
akustische oberflächenwelle,Akustische Oberflächenwelle,gnd:4208626-7,0,0,1,1
akustische phonetik,Akustische Phonetik,gnd:4141782-3,1,0,0,1
akustische signalverarbeitung,Akustische Signalverarbeitung,gnd:4283234-2,3,4,0,7
akustische strömungsmesstechnik,Akustische Strömungsmesstechnik,gnd:4262434-4,2,1,0,3
akustische tomografie,Akustische Tomografie,gnd:4587324-0,0,0,1,1
akustischer resonator,Akustischer Resonator,gnd:4120857-2,3,0,0,3
akustischer sensor,Akustischer Sensor,gnd:4139328-4,0,1,0,1
akustisches phonon,Akustisches Phonon,gnd:4129372-1,1,1,0,2
akustisches signal,Akustisches Signal,gnd:4141783-5,2,1,0,3
akustisches wellenfeld,Akustisches Wellenfeld,gnd:4318398-0,1,1,0,2
akustooptischer effekt,Akustooptischer Effekt,gnd:4172691-1,1,0,0,1
akustophorese,Akustophorese,gnd:1124105581,1,0,0,1
akute leukämie,Akute Leukämie,gnd:4112478-9,1,1,0,2
akute lymphatische leukämie,Akute lymphatische Leukämie,gnd:4221958-9,2,1,0,3
akute myeloische leukämie,Akute myeloische Leukämie,gnd:4245523-6,2,0,0,2
akute-phase-proteine,Akute-Phase-Proteine,gnd:4240195-1,1,0,0,1
akutes herzversagen,Akutes Herzversagen,gnd:4205992-6,1,0,0,1
akutes koronarsyndrom,Akutes Koronarsyndrom,gnd:7543352-7,0,0,1,1
akzent,Akzent,gnd:4122777-3,1,0,0,1
akzeptanz,Akzeptanz,gnd:4000996-8,35,9,11,55
akzeptanz- und commitment therapie,Akzeptanz- und Commitment Therapie,gnd:7643363-8,0,1,0,1
akzeptorgruppe,Akzeptorgruppe,gnd:4326901-1,1,0,0,1
akzessorietät,Akzessorietät,gnd:4124532-5,1,0,0,1
albtraum,Albtraum,gnd:4142018-4,2,0,1,3
album,Album,gnd:4543648-4,2,0,1,3
albumine,Albumine,gnd:4001090-9,0,1,0,1
alchemie,Alchemie,gnd:4127921-9,7,2,0,9
alchemie (motiv),Alchemie (Motiv),gnd:4221978-4,2,0,0,2
alcopop,Alcopop,gnd:4810832-7,1,0,0,1
aldehyddehydrogenasen,Aldehyddehydrogenasen,gnd:4324574-2,1,0,0,1
aldehyde,Aldehyde,gnd:4186368-9,1,1,0,2
aldolreaktion,Aldolreaktion,gnd:4324196-7,11,2,0,13
alemannisch,Alemannisch,gnd:4112483-2,2,0,2,4
aleviten,Aleviten,gnd:4232727-1,2,1,1,4
alexander-ideal,Alexander-Ideal,gnd:4141820-7,1,0,0,1
alexander-methode,Alexander-Methode,gnd:4001135-5,1,0,0,1
alexanderzug,Alexanderzug,gnd:4313542-0,1,0,0,1
alfaxalon,Alfaxalon,gnd:4579438-8,2,0,0,2
alfvén-welle,Alfvén-Welle,gnd:4206066-7,1,0,0,1
algebra,Algebra,gnd:4001156-2,87,22,16,125
algebra mit involution,Algebra mit Involution,gnd:4236038-9,2,0,0,2
algebraische automatentheorie,Algebraische Automatentheorie,gnd:4141833-5,1,0,1,2
algebraische codierung,Algebraische Codierung,gnd:4141834-7,1,1,1,3
algebraische differentialgleichung,Algebraische Differentialgleichung,gnd:4001158-6,3,0,0,3
algebraische fläche,Algebraische Fläche,gnd:4195660-6,8,3,0,11
algebraische funktion,Algebraische Funktion,gnd:4141836-0,1,0,0,1
algebraische geometrie,Algebraische Geometrie,gnd:4001161-6,76,20,3,99
algebraische gleichung,Algebraische Gleichung,gnd:4001162-8,3,1,1,5
