LabelNorm,RawLabelExample,NumCodes,Codes,RolesPerCode,PrefCount,AltCount
ait ouriaghel,Ait Ouriaghel,2,gnd:1072644894; gnd:4629317-6,gnd:1072644894:alt; gnd:4629317-6:pref,1,1
"aka,sprache","Aka,Sprache",2,gnd:4120401-3; gnd:4785007-3,gnd:4120401-3:alt; gnd:4785007-3:alt,0,2
akrasia,Akrasia,2,gnd:4189918-0; gnd:4627997-0,gnd:4189918-0:alt; gnd:4627997-0:pref,1,1
"akten,formschlagwort","Akten,Formschlagwort",2,gnd:4062132-7; gnd:4135952-5,gnd:4062132-7:alt; gnd:4135952-5:alt,0,2
aku,Aku,2,gnd:123745767X; gnd:4204529-0,gnd:123745767X:alt; gnd:4204529-0:alt,0,2
akuawa,Akuawa,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
akwawa,Akwawa,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
akwawa-asuriní,Akwawa-Asuriní,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
akwaya,Akwaya,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
alakaluf,Alakaluf,2,gnd:1071000497; gnd:4001008-9,gnd:1071000497:pref; gnd:4001008-9:pref,2,0
alas,Alas,2,gnd:4324566-3; gnd:4391664-8,gnd:4324566-3:alt; gnd:4391664-8:pref,1,1
alb,Alb,2,gnd:4141989-3; gnd:4208593-7,gnd:4141989-3:alt; gnd:4208593-7:alt,0,2
alben,Alben,2,gnd:4324570-5; gnd:4543648-4,gnd:4324570-5:pref; gnd:4543648-4:alt,1,1
ale,ALE,2,gnd:4259556-3; gnd:4294246-9,gnd:4259556-3:alt; gnd:4294246-9:pref,1,1
all,All,2,gnd:4079154-3; gnd:4221958-9,gnd:4079154-3:alt; gnd:4221958-9:alt,0,2
alor,Alor,2,gnd:4239881-2; gnd:7842356-9,gnd:4239881-2:pref; gnd:7842356-9:alt,1,1
alpha-1-proteinasen-inhibitor,Alpha-1-Proteinasen-Inhibitor,2,gnd:4212201-6; gnd:4212202-8,gnd:4212201-6:alt; gnd:4212202-8:alt,0,2
als,als,2,gnd:4132340-3; gnd:4482702-7,gnd:4132340-3:alt; gnd:4482702-7:pref,1,1
alt,alt,2,gnd:4267985-0; gnd:4270768-7,gnd:4267985-0:pref; gnd:4270768-7:alt,1,1
alte schwabacher,Alte Schwabacher,2,gnd:7647090-8; gnd:7647504-9,gnd:7647090-8:alt; gnd:7647504-9:pref,1,1
altersfürsorge,Altersfürsorge,2,gnd:4001413-7; gnd:4001479-4,gnd:4001413-7:alt; gnd:4001479-4:alt,0,2
altershilfe,Altershilfe,2,gnd:4001413-7; gnd:4001479-4,gnd:4001413-7:alt; gnd:4001479-4:alt,0,2
alticinae,Alticinae,2,gnd:4154651-9; gnd:4629843-5,gnd:4154651-9:alt; gnd:4629843-5:pref,1,1
altprovenzalisch,Altprovenzalisch,2,gnd:4133909-5; gnd:4235018-9,gnd:4133909-5:alt; gnd:4235018-9:pref,1,1
alumnus,Alumnus,2,gnd:1026739756; gnd:4162108-6,gnd:1026739756:pref; gnd:4162108-6:alt,1,1
am,am,2,gnd:4789394-1; gnd:7790752-8,gnd:4789394-1:pref; gnd:7790752-8:alt,1,1
amah,amah,2,gnd:1162073438; gnd:4159247-5,gnd:1162073438:pref; gnd:4159247-5:alt,1,1
amarcocche,Amarcocche,2,gnd:1135499438; gnd:4023112-4,gnd:1135499438:alt; gnd:4023112-4:alt,0,2
"ambitus,architektur","Ambitus,Architektur",2,gnd:4033079-5; gnd:4147914-2,gnd:4033079-5:alt; gnd:4147914-2:alt,0,2
ambulacrum,Ambulacrum,2,gnd:4033079-5; gnd:4147914-2,gnd:4033079-5:alt; gnd:4147914-2:alt,0,2
amentiferae,Amentiferae,2,gnd:4278731-2; gnd:4323533-5,gnd:4278731-2:alt; gnd:4323533-5:alt,0,2
amidinium-salze,Amidinium-Salze,2,gnd:4195247-9; gnd:4383651-3,gnd:4195247-9:alt; gnd:4383651-3:pref,1,1
"aminohydroxymethylphosphinoylbuttersäure,2-amino-4-(hydroxymethylphosphinoyl)buttersäure","Aminohydroxymethylphosphinoylbuttersäure,2-Amino-4-(hydroxymethylphosphinoyl)buttersäure",2,gnd:4423239-1; gnd:4776845-9,gnd:4423239-1:alt; gnd:4776845-9:alt,0,2
amv,AMV,2,gnd:4141831-1; gnd:4420737-2,gnd:4141831-1:alt; gnd:4420737-2:alt,0,2
amygdalus persica,Amygdalus persica,2,gnd:4174043-9; gnd:4231551-7,gnd:4174043-9:alt; gnd:4231551-7:alt,0,2
ana,Ana,2,gnd:1205169792; gnd:4205746-2,gnd:1205169792:alt; gnd:4205746-2:alt,0,2
anarchafeminismus,Anarchafeminismus,2,gnd:1324101571; gnd:137453496X,gnd:1324101571:pref; gnd:137453496X:pref,2,0
anarchistischer feminismus,Anarchistischer Feminismus,2,gnd:1324102926; gnd:137453496X,gnd:1324102926:pref; gnd:137453496X:alt,1,1
anatom,Anatom,2,gnd:4398816-7; gnd:4645474-3,gnd:4398816-7:pref; gnd:4645474-3:alt,1,1
andaste,Andaste,2,gnd:7684072-4; gnd:7726046-6,gnd:7684072-4:alt; gnd:7726046-6:alt,0,2
andira,Andira,2,gnd:4745173-7; gnd:7550462-5,gnd:4745173-7:pref; gnd:7550462-5:alt,1,1
andreae-fraktur,Andreae-Fraktur,2,gnd:7645949-4; gnd:7646064-2,gnd:7645949-4:alt; gnd:7646064-2:alt,0,2
anf,ANF,2,gnd:4194718-6; gnd:4264206-1,gnd:4194718-6:alt; gnd:4264206-1:alt,0,2
angiotensin-ii-blocker,Angiotensin-II-Blocker,2,gnd:4368837-8; gnd:4629471-5,gnd:4368837-8:pref; gnd:4629471-5:alt,1,1
anisophyllie,Anisophyllie,2,gnd:4277163-8; gnd:4665901-8,gnd:4277163-8:pref; gnd:4665901-8:alt,1,1
anlernling,Anlernling,2,gnd:4112530-7; gnd:4142416-5,gnd:4112530-7:pref; gnd:4142416-5:alt,1,1
anlo,Anlo,2,gnd:1247488683; gnd:4206251-2,gnd:1247488683:alt; gnd:4206251-2:alt,0,2
ant,ANT,2,gnd:4500778-0; gnd:7539965-9,gnd:4500778-0:pref; gnd:7539965-9:alt,1,1
anthracyclinone,Anthracyclinone,2,gnd:4279961-2; gnd:4336556-5,gnd:4279961-2:alt; gnd:4336556-5:pref,1,1
antimonate,Antimonate,2,gnd:4336795-1; gnd:4720751-6,gnd:4336795-1:pref; gnd:4720751-6:alt,1,1
"antinukleon,nukleon","Antinukleon,Nukleon",2,gnd:4115419-8; gnd:4172140-8,gnd:4115419-8:alt; gnd:4172140-8:alt,0,2
antivitamin,Antivitamin,2,gnd:4142687-3; gnd:7579877-3,gnd:4142687-3:alt; gnd:7579877-3:alt,0,2
anwenderservice,Anwenderservice,2,gnd:4135134-4; gnd:4514270-1,gnd:4135134-4:alt; gnd:4514270-1:alt,0,2
aor,Aor,2,gnd:1204523088; gnd:4284008-9,gnd:1204523088:alt; gnd:4284008-9:alt,0,2
apc,APC,2,gnd:4123994-5; gnd:7534837-8,gnd:4123994-5:alt; gnd:7534837-8:alt,0,2
apo,APO,2,gnd:1351964631; gnd:4143638-6,gnd:1351964631:pref; gnd:4143638-6:alt,1,1
apokatastasis,Apokatastasis,2,gnd:1148979506; gnd:4001309-1,gnd:1148979506:pref; gnd:4001309-1:pref,2,0
apple carbon,Apple Carbon,2,gnd:4646236-3; gnd:7552970-1,gnd:4646236-3:alt; gnd:7552970-1:alt,0,2
apple ipad air,Apple iPad Air,2,gnd:1046442198; gnd:1065014074,gnd:1046442198:alt; gnd:1065014074:alt,0,2
aps,APS,2,gnd:4275378-8; gnd:4425374-6,gnd:4275378-8:alt; gnd:4425374-6:alt,0,2
ara,Ara,2,gnd:1142194477; gnd:4202720-2,gnd:1142194477:alt; gnd:4202720-2:pref,1,1
"araber,eroberung","Araber,Eroberung",2,gnd:4162395-2; gnd:4548463-6,gnd:4162395-2:alt; gnd:4548463-6:alt,0,2
arai,Arai,2,gnd:1142194477; gnd:4150119-6,gnd:1142194477:alt; gnd:4150119-6:alt,0,2
arbeitsmoral,Arbeitsmoral,2,gnd:4132063-3; gnd:4206782-0,gnd:4132063-3:alt; gnd:4206782-0:alt,0,2
arboreszenz,Arboreszenz,2,gnd:4183789-7; gnd:4426082-9,gnd:4183789-7:alt; gnd:4426082-9:alt,0,2
archipel,Archipel,2,gnd:1060213621; gnd:4142951-5,gnd:1060213621:alt; gnd:4142951-5:pref,1,1
architekturstil,Architekturstil,2,gnd:4134057-7; gnd:4354280-3,gnd:4134057-7:alt; gnd:4354280-3:alt,0,2
aripaktsa,Aripaktsa,2,gnd:1036604241; gnd:4370876-6,gnd:1036604241:alt; gnd:4370876-6:alt,0,2
arkona schiff,Arkona Schiff,2,gnd:1138060968; gnd:4452101-7,gnd:1138060968:pref; gnd:4452101-7:pref,2,0
arleng alam,Arleng alam,2,gnd:1028691432; gnd:4120253-3,gnd:1028691432:alt; gnd:4120253-3:alt,0,2
aro,Aro,2,gnd:1142194477; gnd:7725556-2,gnd:1142194477:alt; gnd:7725556-2:alt,0,2
arp,Arp,2,gnd:4585816-0; gnd:4794126-1,gnd:4585816-0:pref; gnd:4794126-1:alt,1,1
arrernte,Arrernte,2,gnd:4002559-7; gnd:4495971-0,gnd:4002559-7:alt; gnd:4495971-0:alt,0,2
as 3.0,AS 3.0,2,gnd:4225207-6; gnd:7554963-3,gnd:4225207-6:alt; gnd:7554963-3:alt,0,2
asd,ASD,2,gnd:4141953-4; gnd:4437540-2,gnd:4141953-4:alt; gnd:4437540-2:alt,0,2
asp,ASP,2,gnd:4141585-1; gnd:4600802-0,gnd:4141585-1:alt; gnd:4600802-0:alt,0,2
aspartylproteasen,Aspartylproteasen,2,gnd:4290183-2; gnd:7620180-6,gnd:4290183-2:alt; gnd:7620180-6:alt,0,2
aspirin,Aspirin,2,gnd:1302781898; gnd:4000351-6,gnd:1302781898:pref; gnd:4000351-6:alt,1,1
asr,ASR,2,gnd:4141272-2; gnd:4272355-3,gnd:4141272-2:alt; gnd:4272355-3:alt,0,2
assurini,Assurini,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
assurini do xingu,Assurini do Xingu,2,gnd:1268232106; gnd:1268232130,gnd:1268232106:alt; gnd:1268232130:alt,0,2
assuriní do tocantins,Assuriní do Tocantins,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
asta,ASTA,2,gnd:4141954-6; gnd:4683046-7,gnd:4141954-6:alt; gnd:4683046-7:pref,1,1
astragalus,Astragalus,2,gnd:126888202X; gnd:4060578-4,gnd:126888202X:alt; gnd:4060578-4:alt,0,2
asu,ASU,2,gnd:4208869-0; gnd:4229713-8,gnd:4208869-0:alt; gnd:4229713-8:alt,0,2
asuri,Asuri,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
asurini of trocara,Asurini of Trocara,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
asurinikin,Asurinikin,2,gnd:1268232106; gnd:1268232130,gnd:1268232106:alt; gnd:1268232130:alt,0,2
asuriní do trocará,Asuriní do Trocará,2,gnd:4245933-3; gnd:4470688-1,gnd:4245933-3:alt; gnd:4470688-1:alt,0,2
asuriní do xingú,Asuriní do Xingú,2,gnd:1268232106; gnd:1268232130,gnd:1268232106:alt; gnd:1268232130:alt,0,2
ata,ata,2,gnd:1048714829; gnd:4294895-2,gnd:1048714829:alt; gnd:4294895-2:pref,1,1
atakpame,Atakpame,2,gnd:1205169792; gnd:4095890-5,gnd:1205169792:alt; gnd:4095890-5:alt,0,2
atb,ATB,2,gnd:4310321-2; gnd:4460387-3,gnd:4310321-2:alt; gnd:4460387-3:alt,0,2
athanasia,athanasia,2,gnd:1148979670; gnd:4284671-7,gnd:1148979670:pref; gnd:4284671-7:pref,2,0
ati,ATI,2,gnd:1161370293; gnd:120824017X,gnd:1161370293:alt; gnd:120824017X:alt,0,2
atomic layer epitaxy,Atomic layer epitaxy,2,gnd:4259556-3; gnd:7712127-2,gnd:4259556-3:alt; gnd:7712127-2:alt,0,2
atomschichtepitaxie,Atomschichtepitaxie,2,gnd:4259556-3; gnd:7712127-2,gnd:4259556-3:pref; gnd:7712127-2:alt,1,1
atp-sulfurylase,ATP-Sulfurylase,2,gnd:4405148-7; gnd:4666649-7,gnd:4405148-7:alt; gnd:4666649-7:alt,0,2
ats,ATS,2,gnd:1052974120; gnd:4324465-8,gnd:1052974120:alt; gnd:4324465-8:alt,0,2
audi a2,Audi A2,2,gnd:4588615-5; gnd:7712779-1,gnd:4588615-5:alt; gnd:7712779-1:alt,0,2
"aufhebung,vertrag","Aufhebung,Vertrag",2,gnd:4137567-1; gnd:4143392-0,gnd:4137567-1:alt; gnd:4143392-0:alt,0,2
aufstand in albanien,Aufstand in Albanien,2,gnd:1028274998; gnd:4652702-3,gnd:1028274998:alt; gnd:4652702-3:alt,0,2
auftragssteuerung,Auftragssteuerung,2,gnd:4003559-1; gnd:4122751-7,gnd:4003559-1:alt; gnd:4122751-7:alt,0,2
"augenzeugenbericht,formschlagwort","Augenzeugenbericht,Formschlagwort",2,gnd:4133254-4; gnd:4135952-5,gnd:4133254-4:alt; gnd:4135952-5:alt,0,2
ausfällung,Ausfällung,2,gnd:4171862-8; gnd:4260101-0,gnd:4171862-8:alt; gnd:4260101-0:alt,0,2
ausschließung,Ausschließung,2,gnd:4200579-6; gnd:4501364-0,gnd:4200579-6:alt; gnd:4501364-0:alt,0,2
austempered ductile iron,Austempered ductile iron,2,gnd:1037998634; gnd:4456133-7,gnd:1037998634:alt; gnd:4456133-7:alt,0,2
auswärtige angelegenheiten,Auswärtige Angelegenheiten,2,gnd:4003846-4; gnd:4003910-9,gnd:4003846-4:alt; gnd:4003910-9:alt,0,2
autohaus,Autohaus,2,gnd:4032680-9; gnd:4032684-6,gnd:4032680-9:alt; gnd:4032684-6:alt,0,2
autostraßenraub,Autostraßenraub,2,gnd:4176863-2; gnd:4183588-8,gnd:4176863-2:alt; gnd:4183588-8:alt,0,2
aux,AUX,2,gnd:4331214-7; gnd:4554803-1,gnd:4331214-7:alt; gnd:4554803-1:pref,1,1
außenhandelspreis,Außenhandelspreis,2,gnd:4161425-2; gnd:4253140-8,gnd:4161425-2:alt; gnd:4253140-8:alt,0,2
av,av,2,gnd:1162073195; gnd:1162073489,gnd:1162073195:pref; gnd:1162073489:pref,2,0
avaron,Avaron,2,gnd:4205789-9; gnd:4307228-8,gnd:4205789-9:alt; gnd:4307228-8:pref,1,1
awaetéu,Awaetéu,2,gnd:1268232106; gnd:1268232130,gnd:1268232106:alt; gnd:1268232130:alt,0,2
awahun,Awahun,2,gnd:1077936796; gnd:4370856-0,gnd:1077936796:alt; gnd:4370856-0:alt,0,2
awg,AWG,2,gnd:4132728-7; gnd:4135425-4,gnd:4132728-7:alt; gnd:4135425-4:alt,0,2
b,b,2,gnd:4032300-6; gnd:4554805-5,gnd:4032300-6:alt; gnd:4554805-5:pref,1,1
baate,Baate,2,gnd:1205169792; gnd:4095890-5,gnd:1205169792:alt; gnd:4095890-5:alt,0,2
bachemer platt,Bachemer Platt,2,gnd:4718265-9; gnd:4718266-0,gnd:4718265-9:alt; gnd:4718266-0:alt,0,2
backward differentiation formula,Backward differentiation formula,2,gnd:4671335-9; gnd:4698586-4,gnd:4671335-9:alt; gnd:4698586-4:alt,0,2
"bafu,sprache","Bafu,Sprache",2,gnd:4777388-1; gnd:4780228-5,gnd:4777388-1:alt; gnd:4780228-5:alt,0,2
bagando,Bagando,2,gnd:1261592816; gnd:4021583-0,gnd:1261592816:alt; gnd:4021583-0:alt,0,2
bagiro-sprache,Bagiro-Sprache,2,gnd:1211202631; gnd:4606298-1,gnd:1211202631:alt; gnd:4606298-1:pref,1,1
baira,Baira,2,gnd:109493027X; gnd:1140590235,gnd:109493027X:alt; gnd:1140590235:alt,0,2
"baka,sprache","Baka,Sprache",2,gnd:136533581X; gnd:4785016-4,gnd:136533581X:alt; gnd:4785016-4:alt,0,2
bakoko,Bakoko,2,gnd:1202743455; gnd:4225340-8,gnd:1202743455:pref; gnd:4225340-8:alt,1,1
bakum,Bakum,2,gnd:1237539056; gnd:7657499-4,gnd:1237539056:alt; gnd:7657499-4:alt,0,2
bal,bal,2,gnd:1162067675; gnd:7520691-2,gnd:1162067675:pref; gnd:7520691-2:alt,1,1
bale,Bale,2,gnd:1067983511; gnd:4380957-1,gnd:1067983511:alt; gnd:4380957-1:alt,0,2
"bali,sprache","Bali,Sprache",2,gnd:4273140-9; gnd:4312810-5,gnd:4273140-9:alt; gnd:4312810-5:alt,0,2
bamah,Bamah,2,gnd:1162067683; gnd:4483699-5,gnd:1162067683:pref; gnd:4483699-5:alt,1,1
bamekon,Bamekon,2,gnd:1235158268; gnd:1237539056,gnd:1235158268:alt; gnd:1237539056:alt,0,2
bananna,Bananna,2,gnd:1205170251; gnd:7541194-5,gnd:1205170251:alt; gnd:7541194-5:alt,0,2
banda,Banda,2,gnd:1323705910; gnd:4145837-0,gnd:1323705910:alt; gnd:4145837-0:alt,0,2
bangala,Bangala,2,gnd:4320245-7; gnd:4807976-5,gnd:4320245-7:alt; gnd:4807976-5:pref,1,1
"bank,haftendes eigenkapital","Bank,Haftendes Eigenkapital",2,gnd:4138164-6; gnd:4490658-4,gnd:4138164-6:alt; gnd:4490658-4:alt,0,2
"bank,kunde","Bank,Kunde",2,gnd:4125917-8; gnd:4125950-6,gnd:4125917-8:alt; gnd:4125950-6:alt,0,2
bankon,Bankon,2,gnd:1237539056; gnd:4454619-1,gnd:1237539056:alt; gnd:4454619-1:pref,1,1
banso,Banso,2,gnd:4234389-6; gnd:4495074-3,gnd:4234389-6:alt; gnd:4495074-3:alt,0,2
banyonga,Banyonga,2,gnd:4312810-5; gnd:4349282-4,gnd:4312810-5:alt; gnd:4349282-4:alt,0,2
bariba,Bariba,2,gnd:4069142-1; gnd:4820264-2,gnd:4069142-1:alt; gnd:4820264-2:alt,0,2
barschfische,Barschfische,2,gnd:4144070-5; gnd:4268736-6,gnd:4144070-5:pref; gnd:4268736-6:alt,1,1
"baryon,baryon","Baryon,Baryon",2,gnd:4144077-8; gnd:4361499-1,gnd:4144077-8:alt; gnd:4361499-1:alt,0,2
basar,Basar,2,gnd:4144088-2; gnd:4736956-5,gnd:4144088-2:pref; gnd:4736956-5:alt,1,1
basari,Basari,2,gnd:1205168672; gnd:4086866-7,gnd:1205168672:alt; gnd:4086866-7:pref,1,1
basarwa,Basarwa,2,gnd:4009193-4; gnd:4785072-3,gnd:4009193-4:alt; gnd:4785072-3:alt,0,2
base,Base,2,gnd:1029215014; gnd:4144090-0,gnd:1029215014:alt; gnd:4144090-0:pref,1,1
basileia,Basileia,2,gnd:1148979778; gnd:4314647-8,gnd:1148979778:pref; gnd:4314647-8:pref,2,0
bassar,Bassar,2,gnd:1205168672; gnd:4086866-7,gnd:1205168672:alt; gnd:4086866-7:alt,0,2
bassari,Bassari,2,gnd:4086866-7; gnd:4736956-5,gnd:4086866-7:alt; gnd:4736956-5:alt,0,2
bastarda,Bastarda,2,gnd:4287314-9; gnd:7647038-6,gnd:4287314-9:pref; gnd:7647038-6:alt,1,1
bat mizwa,Bat Mizwa,2,gnd:1078646589; gnd:4628279-8,gnd:1078646589:alt; gnd:4628279-8:alt,0,2
battle of the bulge,Battle of the Bulge,2,gnd:4471804-4; gnd:4471805-6,gnd:4471804-4:alt; gnd:4471805-6:alt,0,2
battle of the wilderness,Battle of the Wilderness,2,gnd:4337503-0; gnd:4807238-2,gnd:4337503-0:alt; gnd:4807238-2:alt,0,2
bau- und liegenschaftsverwaltung,Bau- und Liegenschaftsverwaltung,2,gnd:4144201-5; gnd:4197669-1,gnd:4144201-5:alt; gnd:4197669-1:alt,0,2
bauchspeicheldrüsentumor,Bauchspeicheldrüsentumor,2,gnd:4004728-3; gnd:4211525-5,gnd:4004728-3:alt; gnd:4211525-5:pref,1,1
bautätigkeit,Bautätigkeit,2,gnd:4227568-4; gnd:4332821-0,gnd:4227568-4:alt; gnd:4332821-0:pref,1,1
bayes-inferenz,Bayes-Inferenz,2,gnd:4204326-8; gnd:4648118-7,gnd:4204326-8:alt; gnd:4648118-7:pref,1,1
bayes-statistik,Bayes-Statistik,2,gnd:4144220-9; gnd:4204326-8,gnd:4144220-9:alt; gnd:4204326-8:alt,0,2
bdd,BDD,2,gnd:1122373864; gnd:4530728-3,gnd:1122373864:alt; gnd:4530728-3:alt,0,2
be,be,2,gnd:1162067756; gnd:4202480-8,gnd:1162067756:pref; gnd:4202480-8:pref,2,0
be-sprache,Be-Sprache,2,gnd:4370781-6; gnd:4723324-2,gnd:4370781-6:pref; gnd:4723324-2:alt,1,1
bea,beA,2,gnd:1174758627; gnd:4346575-4,gnd:1174758627:alt; gnd:4346575-4:alt,0,2
bec,BEC,2,gnd:4402897-0; gnd:4555169-8,gnd:4402897-0:alt; gnd:4555169-8:alt,0,2
becherpilze,Becherpilze,2,gnd:4150149-4; gnd:4406120-1,gnd:4150149-4:alt; gnd:4406120-1:pref,1,1
bedauye,Bedauye,2,gnd:4005196-1; gnd:4120155-3,gnd:4005196-1:alt; gnd:4120155-3:pref,1,1
bedside-diagnostik,Bedside-Diagnostik,2,gnd:4232767-2; gnd:4232768-4,gnd:4232767-2:alt; gnd:4232768-4:alt,0,2
bega,Bega,2,gnd:103449063X; gnd:4005196-1,gnd:103449063X:alt; gnd:4005196-1:alt,0,2
"behandlung,medizin","Behandlung,Medizin",2,gnd:4059798-2; gnd:4198233-2,gnd:4059798-2:alt; gnd:4198233-2:alt,0,2
bei,bei,2,gnd:4268711-1; gnd:7515780-9,gnd:4268711-1:pref; gnd:7515780-9:alt,1,1
beichtbuch,Beichtbuch,2,gnd:4144358-5; gnd:4147040-0,gnd:4144358-5:alt; gnd:4147040-0:alt,0,2
bekom,Bekom,2,gnd:1235158268; gnd:1237539056,gnd:1235158268:alt; gnd:1237539056:alt,0,2
belt,Belt,2,gnd:1204656738; gnd:4144450-4,gnd:1204656738:alt; gnd:4144450-4:pref,1,1
bende,Bende,2,gnd:1154807827; gnd:1330850343,gnd:1154807827:alt; gnd:1330850343:pref,1,1
benzamide,Benzamide,2,gnd:4386009-6; gnd:4386010-2,gnd:4386009-6:alt; gnd:4386010-2:alt,0,2
benzochinone,Benzochinone,2,gnd:4144516-8; gnd:4147707-8,gnd:4144516-8:pref; gnd:4147707-8:alt,1,1
bergbaustadt,Bergbaustadt,2,gnd:1162914300; gnd:4144630-6,gnd:1162914300:alt; gnd:4144630-6:pref,1,1
beschränktes wahlrecht,Beschränktes Wahlrecht,2,gnd:4150654-6; gnd:4190700-0,gnd:4150654-6:alt; gnd:4190700-0:alt,0,2
"bestandsverzeichnis,formschlagwort","Bestandsverzeichnis,Formschlagwort",2,gnd:4027540-1; gnd:4163417-2,gnd:4027540-1:alt; gnd:4163417-2:alt,0,2
"betrieb,verschmelzung","Betrieb,Verschmelzung",2,gnd:4071520-6; gnd:4321280-3,gnd:4071520-6:alt; gnd:4321280-3:alt,0,2
betriebspunkt,Betriebspunkt,2,gnd:4489165-9; gnd:4558146-0,gnd:4489165-9:alt; gnd:4558146-0:pref,1,1
"beurteilung,schule","Beurteilung,Schule",2,gnd:4053376-1; gnd:4077202-0,gnd:4053376-1:alt; gnd:4077202-0:alt,0,2
bevölkerungsplanung,Bevölkerungsplanung,2,gnd:4006295-8; gnd:4113510-6,gnd:4006295-8:alt; gnd:4113510-6:alt,0,2
"bewegung,bewusstsein","Bewegung,Bewusstsein",2,gnd:4145166-1; gnd:4145167-3,gnd:4145166-1:alt; gnd:4145167-3:alt,0,2
beweisgegenstand,Beweisgegenstand,2,gnd:4193051-4; gnd:4336342-8,gnd:4193051-4:alt; gnd:4336342-8:alt,0,2
bha,bha,2,gnd:4430459-6; gnd:4557154-5,gnd:4430459-6:pref; gnd:4557154-5:alt,1,1
bhuiya,Bhuiya,2,gnd:1139065173; gnd:4080394-6,gnd:1139065173:alt; gnd:4080394-6:pref,1,1
bhumia,Bhumia,2,gnd:1139065173; gnd:4080394-6,gnd:1139065173:alt; gnd:4080394-6:alt,0,2
bia,Bia,2,gnd:1090932898; gnd:4605359-1,gnd:1090932898:alt; gnd:4605359-1:alt,0,2
bibliographisches informationssystem zur maschinellen ausgabe und suche,Bibliographisches Informationssystem zur maschinellen Ausgabe und Suche,2,gnd:4316269-1; gnd:4385003-0,gnd:4316269-1:alt; gnd:4385003-0:alt,0,2
bijago,Bijago,2,gnd:4315116-4; gnd:7548912-0,gnd:4315116-4:alt; gnd:7548912-0:alt,0,2
bikom,Bikom,2,gnd:1235158268; gnd:1237539056,gnd:1235158268:alt; gnd:1237539056:alt,0,2
bildatlas,Bildatlas,2,gnd:4143303-8; gnd:4145395-5,gnd:4143303-8:alt; gnd:4145395-5:alt,0,2
bildsequenz,Bildsequenz,2,gnd:4112758-4; gnd:4145413-3,gnd:4112758-4:alt; gnd:4145413-3:alt,0,2
bildungsideologie,Bildungsideologie,2,gnd:4069468-9; gnd:4112763-8,gnd:4069468-9:alt; gnd:4112763-8:alt,0,2
bill of lading,Bill of lading,2,gnd:4165052-9; gnd:4279090-6,gnd:4165052-9:alt; gnd:4279090-6:alt,0,2
bimu,Bimu,2,gnd:4711279-7; gnd:7631949-0,gnd:4711279-7:alt; gnd:7631949-0:alt,0,2
binja,Binja,2,gnd:4658775-5; gnd:4728857-7,gnd:4658775-5:alt; gnd:4728857-7:alt,0,2
biodrucker,Biodrucker,2,gnd:1237928176; gnd:1353269604,gnd:1237928176:alt; gnd:1353269604:alt,0,2
bis,bis,2,gnd:4145686-5; gnd:4458508-1,gnd:4145686-5:pref; gnd:4458508-1:alt,1,1
bisago,Bisago,2,gnd:4315116-4; gnd:7548912-0,gnd:4315116-4:alt; gnd:7548912-0:alt,0,2
biseka,Biseka,2,gnd:1164039709; gnd:1250715156,gnd:1164039709:alt; gnd:1250715156:alt,0,2
bit,BIT,2,gnd:4145760-2; gnd:4252777-6,gnd:4145760-2:pref; gnd:4252777-6:alt,1,1
bittermelone,Bittermelone,2,gnd:4370155-3; gnd:7737470-8,gnd:4370155-3:alt; gnd:7737470-8:pref,1,1
bka'-brgyud-pa,Bka'-brgyud-pa,2,gnd:4315060-3; gnd:4699347-2,gnd:4315060-3:alt; gnd:4699347-2:alt,0,2
blauflossenthunfisch,Blauflossenthunfisch,2,gnd:1212885988; gnd:4999127-9,gnd:1212885988:alt; gnd:4999127-9:pref,1,1
blaugrüne mosaikjungfer,Blaugrüne Mosaikjungfer,2,gnd:4383981-2; gnd:4529840-3,gnd:4383981-2:alt; gnd:4529840-3:pref,1,1
ble,ble,2,gnd:1313249653; gnd:4551679-0,gnd:1313249653:alt; gnd:4551679-0:pref,1,1
blennorrhoe,Blennorrhoe,2,gnd:4145954-4; gnd:4145956-8,gnd:4145954-4:pref; gnd:4145956-8:alt,1,1
blepharoblennorrhoe,Blepharoblennorrhoe,2,gnd:4145954-4; gnd:4145956-8,gnd:4145954-4:alt; gnd:4145956-8:pref,1,1
blitzschlag,Blitzschlag,2,gnd:4124914-8; gnd:4290946-6,gnd:4124914-8:alt; gnd:4290946-6:alt,0,2
blockanlage,Blockanlage,2,gnd:4146038-8; gnd:4194565-7,gnd:4146038-8:alt; gnd:4194565-7:pref,1,1
